your_decision,doi_r,population,kind,item,action,why,claude,codex,suggested_instead,title_r,year_r,our_originals,mo_originals
,10.1038/mp.2015.209,pipeline vs Observatory,DOI: mistake,,no change,A: article of record · B: DOI points to a notice/reply: “Erratum: Subcortical brain volume abnormalities in 2028 indi” — the error is the Observatory's,,,,Abnormal asymmetries in subcortical brain volume in schizophrenia,2016,Subcortical brain volume abnormalities in 2028 individuals with schizophrenia and 2540 healthy controls via the ENIGMA consortium (2015) doi:10.1038/mp.2015.63 [llm_references],Subcortical brain volume abnormalities in 2028 individuals with schizophrenia and 2540 healthy controls via the ENIGMA consortium (2015) doi:10.1038/mp.2015.118 || Brain volumes in schizophrenia: a meta-analysis in over 18 000 subjects (2013) doi:10.1093/schbul/sbs118
,10.1038/s41598-017-18950-2,pipeline vs Observatory,DOI: mistake,,no change,A: article of record · B: DOI points to a notice/reply: “Erratum: Subcortical brain volume abnormalities in 2028 indi” — the error is the Observatory's,,,,Role of subcortical structures on cognitive and social function in schizophrenia,2018,Subcortical brain volume abnormalities in 2028 individuals with schizophrenia and 2540 healthy controls via the ENIGMA consortium (2015) doi:10.1038/mp.2015.63 [llm_references],Subcortical brain volume abnormalities in 2028 individuals with schizophrenia and 2540 healthy controls via the ENIGMA consortium (2016) doi:10.1038/mp.2015.118 || Abnormal asymmetries in subcortical brain volume in schizophrenia (2016) doi:10.1038/mp.2015.209
,10.1073/pnas.0408670102,pipeline vs Observatory,DOI: mistake,,no change,A: article of record · B: DOI does not resolve to a registered work (malformed or wrong) — the error is the Observatory's,,,,No association between microsomal triglyceride transfer protein ( <i>MTP</i> ) haplotype and longevity in humans,2005,Haplotype-based identification of a microsomal transfer protein marker associated with the human lifespan (2003) doi:10.1073/pnas.1936249100 [llm_references],Haplotype-based identification of a microsomal transfer protein marker associated with the human lifespan (2003) doi:10.1073/pnas.2300949100
,10.1080/13554799908415478,pipeline vs Observatory,DOI: mistake,,no change,A: article of record · B: DOI does not resolve to a registered work (malformed or wrong) — the error is the Observatory's,,,,Is one hand always better than two? A replication study,1999,"Spatio-motor cueing in unilateral left neglect: The role of hemispace, hand and motor activation (1992) doi:10.1016/0028-3932(92)90058-t [llm_title_search]","One hand is better than two: motor extinction of left hand advantage in unilateral neglect (1994) doi:10.1016/0028-3932(94)90145-7 || Spatio-motor cueing in unilateral left neglect: the role of hemispace, hand and motor activation (1992) doi:10.1016/0028-3932(92)90144-4"
,10.1080/14616734.2016.1181096,pipeline vs Observatory,DOI: mistake,,no change,"A: article of record · B: DOI points to a journal issue, not the article — the error is the Observatory's",,,,Parental loss of family members within two years of offspring birth predicts elevated absorption scores in college,2016,Parental loss of close family members and propensities towards absorption in offspring (1998) doi:10.1111/1467-7687.00045 [llm_references],Parental loss of close family members and propensities towards absorption in offspring (1998) doi:10.1111/desc.1998.1.issue-2
,10.1080/14719037.2017.1295099,pipeline vs Observatory,DOI: mistake,,no change,"A: article of record · B: DOI points to a journal issue, not the article — the error is the Observatory's",,,,Experimental replication: an experimental test of the expectancy disconfirmation theory of citizen satisfaction,2017,An Experimental Test of the Expectancy-Disconfirmation Theory of Citizen Satisfaction (2013) doi:10.1002/pam.21702 [llm_references],An Experimental Test of the Expectancy-Disconfirmation Theory of Citizen Satisfaction (2013) doi:10.1002/pam.2013.32.issue-3
,10.1111/jcpp.13682,pipeline vs Observatory,DOI: mistake,,no change,A: article of record · B: Crossref marks this DOI as a correction of another DOI — the error is the Observatory's,,,,Replication of a predictive model for youth <scp>ADHD</scp> in an independent sample from a developing country,2022,A risk calculator to predict adult attention-deficit/hyperactivity disorder: generation and external validation in three birth cohorts and one clinical sample (2019) doi:10.1017/s2045796019000283 [llm_references],A risk calculator to predict adult attention-deficit/hyperactivity disorder: generation and external validation in three birth cohorts and one clinical sample (2019) doi:10.1017/s2045796019000337
,10.2217/pgs.15.162,pipeline vs Observatory,DOI: mistake,,no change,A: article of record · B: DOI does not resolve to a registered work (malformed or wrong) — the error is the Observatory's,,,,"Evidence for Association of SNPs in <i>ABCB1</i> and <i>CBR3</i> , but not <i>RAC2, NCF4, SLC28A3</i> or <i>TOP2B</i> , with Chronic Cardiotoxicity in a Cohort of Breast Cancer Patients Treated with Anthracyclines",2016,NAD(P)H Oxidase and Multidrug Resistance Protein Genetic Polymorphisms Are Associated With Doxorubicin-Induced Cardiotoxicity (2005) doi:10.1161/circulationaha.105.576850 [llm_references] || Validation of variants inSLC28A3andUGT1A6as genetic markers predictive of anthracycline‐induced cardiotoxicity in children (2013) doi:10.1002/pbc.24505 [llm_references],NAD(P)H oxidase and multidrug resistance protein genetic polymorphisms are associated with doxorubicin-induced cardiotoxicity (2005) doi:10.1161/circulationaha.105.576533 || Pharmacogenomic prediction of anthracycline-induced cardiotoxicity in children (2012) doi:10.1200/jco.2010.34.3467
,10.3233/jad-132432,pipeline vs Observatory,DOI: mistake,,no change,A: article of record · B: DOI points to a notice/reply: “Faculty Opinions recommendation of Common variants at 7p21 a” — the error is the Observatory's,,,,Association of TMEM106B rs1990622 Marker and Frontotemporal Dementia: Evidence for a Recessive Effect and Meta-Analysis,2014,Common variants at 7p21 are associated with frontotemporal lobar degeneration with TDP-43 inclusions (2010) doi:10.1038/ng.536 [llm_references],Common variants at 7p21 are associated with frontotemporal lobar degeneration with TDP-43 inclusions (2010) doi:10.3410/f.2137000.1737107
,10.3389/fnint.2023.935177,pipeline vs Observatory,DOI: mistake,,no change,"A: article of record · B: DOI points to a peer review, not the article — the error is the Observatory's",,,,Toward reproducible models of sequence learning: replication and analysis of a modular spiking network with reward-based learning,2023,"Learning precise spatiotemporal sequences via biophysically realistic learning rules in a modular, spiking network (2021) doi:10.7554/elife.63751 [llm_references]","Learning precise spatiotemporal sequences via biophysically realistic learning rules in a modular, spiking network (2021) doi:10.7554/elife.63751.sa2"
,10.5964/jnc.7033,pipeline vs Observatory,DOI: mistake,,no change,A: article of record · B: DOI does not resolve to a registered work (malformed or wrong) — the error is the Observatory's,,,,Conceptual replication and extension of the relation between the number line estimation task and mathematical competence across seven studies,2021,Associations of number line estimation with mathematical competence: A meta-analysis (2018) doi:10.1111/cdev.13068 [llm_title_search],Associations of number line estimation with mathematical competence: A meta-analysis (2018) doi:10.1111/cdev.130
,10.1002/hbm.25386,FLoRA vs Observatory,different paper,flor-001,replace,both judges agree,"mo (high): The abstract says the authors aim to replicate their own previous normative-model finding of individual heterogeneity in brain structure in schizophrenia and bipolar disorder, which is Wolfers et al. 2018 (same first author, same method). Answer A is an unrelated conference abstract on verbal memory in first-episode psychosis.",mo (high): The [replication paper](https://rcastoragev2.blob.core.windows.net/0c0473e08230ce13823c9cd4e8dd2fef/PMC8090780.pdf) identifies Wolfers et al. (2018) as its previous study and gives the title listed in Answer B in its references. Answer A concerns a different study.,"Wolfers et al. (2018) Mapping the heterogeneous phenotype of schizophrenia and bipolar disorder using normative models, JAMA Psychiatry, doi:10.1001/jamapsychiatry.2018.2467",Replicating extensive brain structural heterogeneity in individuals with schizophrenia and bipolar disorder,2021,T72. VERBAL MEMORY AND VOXEL BASED MORPHOMETRY IN FIRST EPISODE NON-AFFECTIVE PSYCHOSIS: A PROCESS ORIENTED APPROACH (2018) doi:10.1093/schbul/sby016.348 [FLoRA],Mapping the heterogeneous phenotype of schizophrenia and bipolar disorder using normative models (2018) doi:10.1001/jamapsychiatry.2018.2467
,10.1002/npr2.70078,FLoRA vs Observatory,different paper,flor-002,replace,both judges agree,"mo (high): The replication validates a subtype that the authors previously found by data-driven classification of large-scale neuroimaging data in one cohort. That describes Answer B's data-driven proposal paper. Answer A is a clinical case series of EVCI patients, not the data-driven classification.","mo (high): The replication paper identifies reference 6, Answer B, as the previous study that established the EVCI subtype and tests that finding in additional cohorts. It describes Answer A, reference 19, as a separate case-series report that provides further support, rather than the study being replicated. [Full text](https://pmc.ncbi.nlm.nih.gov/articles/PMC12803960/)","Yasuda et al. (2025) Proposal for a novel classification of patients with enlarged ventricles and cognitive impairment based on data-driven analysis of neuroimaging results, doi:10.1002/npr2.70010",A Data‐Driven Psychiatric Disorder Subtype Defined by Significant Enlarged Ventricles and Cognitive Impairment: A Replication Study,2026,Clinical Characteristics of Patients With Enlarged Ventricles and Cognitive Impairment ( EVCI ): Case Series (2025) doi:10.1002/npr2.70029 [FLoRA],Proposal for a novel classification of patients with enlarged ventricles and cognitive impairment based on data-driven analysis of neuroimaging results in patients with psychiatric disorders (2025) doi:10.1002/npr2.70010
,10.1007/s12186-012-9090-0,FLoRA vs Observatory,different paper,flor-003,replace,both judges agree,"mo (high): The published abstract says the study tests whether exploratory findings from an earlier study on hospital nurses (Bauer and Mulder, 2011) replicate in elder care nursing. The reference list confirms that this is the 2011 JEW paper. Answer B is an introductory book chapter.","mo (medium): The [publisher abstract](https://link.springer.com/article/10.1007/s12186-012-9090-0) says the paper tests earlier findings about hospital nurses’ engagement in social learning after errors. The [author’s dissertation](https://epub.uni-regensburg.de/35582/1/Dissertation_VeronikaAnselmann_online.pdf) explicitly identifies those findings as Bauer and Mulder (2011), matching A. The abstract’s journal and page details appear to conflate that study with a different Bauer and Mulder paper from 2007; B is a cited book chapter, not the study identified for replication.","Bauer & Mulder (2011) Engagement in learning after errors at work, Journal of Education and Work, doi:10.1080/13639080.2011.573776",Learning from Errors at Work: A Replication Study in Elder Care Nursing,2012,Human Fallibility and Learning from Errors at Work (2012) doi:10.1007/978-90-481-3941-5_10 [FLoRA],Engagement in learning after errors at work: enabling conditions and types of engagement (2011) doi:10.1080/13639080.2011.573776
,10.1037/pspp0000104,FLoRA vs Observatory,different paper,flor-008,replace,both judges agree,"mo (high): The abstract names Gebauer, Sedikides, and Neberich (2012) as the source of the religiosity-as-social-value hypothesis. The three studies replicate the cross-cultural religiosity-self-esteem pattern from that paper. The 2013 agency-communion paper (B) is a different hypothesis.","mo (high): The [replication paper](https://www.southampton.ac.uk/~crsi/Gebauer%20Sedikides%20et%20al.%202017%20(003).pdf) identifies Gebauer, Sedikides, and Neberich (2012) as the source of the religiosity as social value hypothesis it retests. It cites the 2013 study in discussing a broader self-esteem principle, not as the original study being replicated.","Gebauer, Sedikides & Neberich (2012) Religiosity, social self-esteem, and psychological adjustment, Psychological Science, doi:10.1177/0956797611427045",The religiosity as social value hypothesis: A multi-method replication and extension across 65 countries and three levels of spatial aggregation.,2017,"Agency‐Communion and Self‐Esteem Relations Are Moderated by Culture, Religiosity, Age, and Sex: Evidence for the “Self‐Centrality Breeds Self‐Enhancement” Principle (2013) doi:10.1111/j.1467-6494.2012.00807.x [FLoRA]","Religiosity, social self-esteem, and psychological adjustment: On the cross-cultural specificity of the psychological benefits of religiosity (2012) doi:10.1177/0956797611427045"
,10.1038/s41598-025-10331-4,FLoRA vs Observatory,different paper,flor-009,replace,both judges agree,"mo (medium): The full text says the study replicates Milgram's finding that obedience was lower in the non-university Bridgeport setting (48%) than at Yale (65%), using Milgram's (1974) Experiment No. 2 procedure. It compares its obedience levels with Milgram's. Burger (2009) contributes only the 150-volt 'obedience lite' cut-off and is cited as a methodological precedent, not as the finding re-tested. The DOI in A resolves to a review of the 1974 book, but the named work is correct.","mo (high): The paper says it adopted Milgram’s Experiment 2 and aimed to retest his finding about obedience outside a prestigious university setting. It used Burger’s 2009 shortened procedure, but identifies Milgram’s experiments as the original work. Answer A names the right work despite its incorrect author and DOI metadata.",Milgram (1974) Obedience to Authority: An Experimental View (Experiment 2 procedure; Bridgeport vs Yale variation),Doubting the power of prestige: obedience to authority beyond institutional and research justifications,2025,Replicating Milgram: Would people still obey today? (2009) doi:10.1037/a0010932 [FLoRA],Obedience to authority: an experimental view (1974) doi:10.2307/3032069
,10.1080/08993408.2022.2079864,FLoRA vs Observatory,different paper,flor-012,replace,both judges agree,"mo (high): The abstract explicitly aims to replicate Roman-Gonzalez et al. (2017) in Computers in Human Behavior 72, which is the criterion-validity paper in A. B is the 2018 non-cognitive-factors extension.","mo (high): The [replication paper](https://www.tandfonline.com/doi/abs/10.1080/08993408.2022.2079864) explicitly identifies Román-González et al. (2017) as the study it re-tests and specifies its cognitive measures: figural reasoning, visualization, and arithmetic. Those match Answer A’s study, rather than Answer B’s study of non-cognitive factors.","Roman-Gonzalez, Perez-Gonzalez & Jimenez-Fernandez (2017) Which cognitive abilities underlie computational thinking?, Computers in Human Behavior 72, doi:10.1016/j.chb.2016.08.047",Unravelling the numerical and spatial underpinnings of computational thinking: a pre-registered replication study,2022,Extending the nomological network of computational thinking with non-cognitive factors (2018) doi:10.1016/j.chb.2017.09.030 [FLoRA],Which cognitive abilities underlie computational thinking? criterion validity of the computational thinking test (2017) doi:10.1016/j.chb.2016.08.047
,10.1080/20008198.2017.1315291,FLoRA vs Observatory,different paper,flor-013,replace,both judges agree,"mo (high): The full text says it replicates Wichert et al. (experiment 1, 2013a), and its reference list resolves 2013a to 'Changing memories after reactivation: A one-time opportunity?' (NLM). 2013b (B) was used only as the source of the larger stimulus set and minor procedural details.","mo (high): The [full text](https://pmc.ncbi.nlm.nih.gov/articles/PMC5632778/) identifies experiment 1 of Wichert et al. (2013a) as the study being replicated; its reference list identifies that paper as Answer A. Answer B is Wichert et al. (2013b), which the authors used for some stimulus materials and procedural changes.","Wichert, Wolf & Schwabe (2013a) Changing memories after reactivation: A one-time opportunity?, Neurobiology of Learning and Memory, doi:10.1016/j.nlm.2012.11.001",Modification of episodic memories by novel learning: a failed replication study,2017,Updating of episodic memories depends on the strength of new learning after memory reactivation. (2013) doi:10.1037/a0032028 [FLoRA],Changing memories after reactivation: A one-time opportunity? (2013) doi:10.1016/j.nlm.2012.11.001
,10.1111/cdev.12774,FLoRA vs Observatory,different paper,flor-015,replace,both judges agree,"mo (medium): The paper replicates the dysregulated-fear profile at 24 months and its link to social inhibition, a pattern first identified in Buss 2011 (cited). Phelps et al. 2016 concerns delta-beta EEG coupling, which this paper does not re-test (its extension is RSA). Only the abstract and reference list were read.","mo (high): The [replication paper](https://pmc.ncbi.nlm.nih.gov/articles/PMC5608616/) explicitly identifies Buss (2011) as the study whose toddler dysregulated-fear pattern it tests in a new sample. It cites Phelps et al. (2016) as related work on neural activity, not as the original study being replicated.","Buss (2011), Which fearful toddlers should we worry about? Developmental Psychology, 10.1037/a0023227","Dysregulated Fear, Social Inhibition, and Respiratory Sinus Arrhythmia: A Replication and Extension",2018,Toddlers’ dysregulated fear predicts delta–beta coupling during preschool (2016) doi:10.1016/j.dcn.2015.09.007 [FLoRA],"Which fearful toddlers should we worry about? Context, fear regulation, and anxiety risk (2011) doi:10.1037/a0023227"
,10.1111/psyp.13546,FLoRA vs Observatory,different paper,flor-016,replace,both judges agree,"mo (high): The abstract names Morriss, Macdonald & van Reekum (2016) as the study replicated directly and conceptually by three labs. The Biological Psychology 2016 extinction paper is cited but is not the target.",mo (high): The [paper’s full text](https://pmc.ncbi.nlm.nih.gov/articles/PMC7160017/) explicitly identifies Morriss and colleagues (2016a) as the study it directly and conceptually replicates. Its reference list identifies that study as the Macdonald threat-generalization paper in B; the Christakou fear-extinction paper in A is cited as related work.,"Morriss, Macdonald & van Reekum (2016), PLoS ONE, 10.1371/journal.pone.0154494",Intolerance of uncertainty and threat generalization: A replication and extension,2020,Nothing is safe: Intolerance of uncertainty is associated with compromised fear extinction learning (2016) doi:10.1016/j.biopsycho.2016.05.001 [FLoRA],What is going on around here? Intolerance of uncertainty predicts threat generalization (2016) doi:10.1371/journal.pone.0154494
,10.1176/ps.62.4.pss6204_0367,FLoRA vs Observatory,different paper,flor-018,replace,both judges agree,"mo (high): The objective is to replicate a previous blended efficacy/effectiveness trial of CBT-GSH for binge eating in an HMO, which is Striegel-Moore et al. 2010 by the same team. The NCS-R eating-disorder prevalence paper is not a trial and is not replicated.","mo (high): The [replication paper](https://pmc.ncbi.nlm.nih.gov/articles/PMC3962509/) identifies its earlier guided self-help treatment trial as the study it replicates and cites it as reference 23. That reference is the 2010 Striegel-Moore et al. paper named in A. The Hudson et al. paper in B is an epidemiological study, not the treatment trial being re-tested.","Striegel-Moore et al. (2010), CBT guided self-help for recurrent binge eating, J Consult Clin Psychol, 10.1037/a0018915",Guided Self-Help Treatment for Recurrent Binge Eating: Replication and Extension,2011,The Prevalence and Correlates of Eating Disorders in the National Comorbidity Survey Replication (2007) doi:10.1016/j.biopsych.2006.03.040 [FLoRA],Cognitive behavioral guided self-help for the treatment of recurrent binge eating (2010) doi:10.1037/a0018915
,10.1177/019874290503100104,FLoRA vs Observatory,different paper,flor-019,replace,both judges agree,"mo (medium): The abstract cites the replicated program as 'Walker, Stiller, Severson, & Golly, 1998', which matches the Psychology in the Schools 1998 article (in the reference list). Golly, Stiller & Walker 1998 is also cited, but it is itself a replication and is not the citation attached to the replicated program.","mo (high): The [replication paper’s publisher abstract](https://journals.sagepub.com/doi/10.1177/019874290503100104) explicitly identifies the Walker et al. (1998) program as what it replicates. Answer B gives the matching title and DOI; Answer A is a separate, earlier replication of that program.","Walker, Stiller, Severson, Feil & Golly (1998), First Step to Success: intervening at the point of school entry, Psychology in the Schools 35:259, 10.1002/(SICI)1520-6807(199807)35:3<259::AID-PITS6>3.0.CO;2-I",Replication Study of the First Step to Success Early Intervention Program,2005,First Step to Success (1998) doi:10.1177/106342669800600406 [FLoRA],First Step to Success: intervening at the point of school entry to prevent antisocial behavior patterns (1998) doi:10.1002/(sici)1520-6807(199807)35:3<259::aid-pits6>3.0.co;2-i
,10.1371/journal.pone.0129263,FLoRA vs Observatory,different paper,flor-022,replace,both judges agree,"mo (high): The intro states that the study replicates the suicide-risk study from the same catchment area (cf. Wiersma et al. 1998), and reference 4 is the Schizophrenia Bulletin 15-year follow-up. The needs-for-care paper is a different report.","mo (high): The paper identifies Wiersma et al. (1998) as the earlier suicide-risk study it revisits. Its reference 4 is “Natural course of schizophrenic disorders,” the study named in A; the study named in B is not identified as the one being replicated. [Full text](https://pmc.ncbi.nlm.nih.gov/articles/PMC4466318/)","Wiersma, Nienhuis, Slooff & Giel (1998), Natural course of schizophrenic disorders: a 15-year followup, Schizophr Bull 24:75-85",Suicide in Recent Onset Psychosis Revisited: Significant Reduction of Suicide Rate over the Last Two Decades — A Replication Study of a Dutch Incidence Cohort,2015,"Stability and change in needs of patients with schizophrenic disorders: a 15- and 17-year follow-up from first onset of psychosis, and a comparison between `objective' and `subjective' assessments of needs for care (1998) doi:10.1007/s001270050022 [FLoRA]",Natural course of schizophrenic disorders: A 15-year followup of a Dutch incidence cohort (1998) doi:10.1093/oxfordjournals.schbul.a033315
,10.3390/su12083069,FLoRA vs Observatory,different paper,flor-024,replace,both judges agree,"mo (high): The study replicates the first Hungarian household food waste measurement (2016) with the same methodology, and that measurement was published as Szabó-Bódi/Kasza et al. 2018 in BFJ (cited). The Sotiropoulos dehydration paper is unrelated to what was replicated.","mo (high): The paper identifies its 2016 Hungarian household food waste measurement as the study it repeats and cites it as reference [24]. That reference is Szabó-Bódi, Kasza, and Szakos (2018), matching A. The Sotiropoulos dehydration study in B is not the identified original. [Full text](https://res.mdpi.com/bookfiles/book/2613/Sustainability_in_Food_Consumption_and_Food_Security.pdf)","Szabó-Bódi, Kasza & Szakos (2018), Assessment of household food waste in Hungary, British Food Journal, 10.1108/BFJ-04-2017-0255",Quantification of Household Food Waste in Hungary: A Replication Study Using the FUSIONS Methodology,2020,Household food waste dehydration technique as a pretreatment method for food waste minimisation (2016) doi:10.1504/ijewm.2016.078598 [FLoRA],Assessment of household food waste in Hungary (2018) doi:10.1108/bfj-04-2017-0255
,10.7717/peerj.4661,FLoRA vs Observatory,different paper,flor-026,replace,both judges agree,"mo (high): The abstract says the Registered Report (Shan et al., 2015) described how the team would replicate experiments from Thadani-Mulero et al. 2014. The original is therefore the 2014 Cancer Research paper, and the Registered Report is the protocol.","mo (high): The replication paper identifies the experiments in Thadani-Mulero et al. (2014) as its target. Answer A names the 2015 Registered Report that set out the replication plan, rather than the original study.","Thadani-Mulero et al. (2014), Cancer Research, 10.1158/0008-5472.CAN-13-2876",Replication study: androgen receptor splice variants determine taxane sensitivity in prostate cancer,2018,Registered report: androgen receptor splice variants determine taxane sensitivity in prostate cancer (2015) doi:10.7717/peerj.1232 [FLoRA],Androgen receptor splice variants determine taxane sensitivity in prostate cancer (2014) doi:10.1158/0008-5472.can-13-2876
,10.1016/j.heliyon.2019.e02434,FLoRA vs Observatory,different paper,flor-004,keep,both judges agree,"ours (high): The PMC full text states that the study replicates the German-student study described in Winter et al. (2017). The reference list gives that paper as 'Welche UX Faktoren sind fuer mein Produkt wichtig?'. Answer B's DOI and title belong to Zarour (2017), a different paper that is mislabelled with Winter et al. as authors.","ours (high): The [replication paper](https://pmc.ncbi.nlm.nih.gov/articles/PMC6742847/) says it repeated Winter et al.’s study of how the importance of UX aspects varies by product, using Indonesian participants in place of German participants. That study is Answer A. Answer B’s [DOI](https://www.tandfonline.com/doi/abs/10.1080/23311916.2017.1421006) belongs to a different paper by Zarour and Alharbi.","Winter, Hinderks, Schrepp & Thomaschewski (2017) Welche UX Faktoren sind fuer mein Produkt wichtig?, doi:10.18420/muc2017-up-0002",The impact of culture and product on the subjective importance of user experience aspects,2019,Welche UX Faktoren sind für mein Produkt wichtig? (2017) doi:10.18420/muc2017-up-0002 [FLoRA],"User experience framework that combines aspects, dimensions, and measurement methods (2017) doi:10.1080/23311916.2017.1421006"
,10.1027/1864-9335/a000179,FLoRA vs Observatory,different paper,flor-006,keep,both judges agree,ours (high): The abstract states that the goal was to critically examine and replicate the studies in Asch's 1946 paper that bear on the primacy-of-warmth effect. McCarthy & Skowronski (2011) is not the replicated study.,"ours (high): The paper identifies Asch’s 1946 publication as the source of the studies it directly replicates. It cites McCarthy and Skowronski (2011) among earlier replication attempts, not as the original study being retested. The [full text](https://pdfs.semanticscholar.org/75cb/694dcb237d11c3977a776f56dd2dcc1548fa.pdf) supports Answer A.","Asch (1946) Forming impressions of personality, doi:10.1037/h0055756",Forming Impressions of Personality,2014,Forming impressions of personality. (1946) doi:10.1037/h0055756 [FLoRA],You're getting warmer: Level of construal affects the impact of central traits on impression formation (2011) doi:10.1016/j.jesp.2011.05.017
,10.1027/1864-9335/a000185,FLoRA vs Observatory,different paper,flor-007,keep,both judges agree,"ours (high): The abstract names Shackelford and colleagues (2004) and the finding that the sex difference in infidelity distress persists into older age. That is the 'Romantic jealousy in early adulthood and in later life' paper, and the replication title mirrors it. Answer A lists Buss et al. 1999 and a different Shackelford 2004 paper on short-term mate preferences.","ours (high): The [paper](https://pdfs.semanticscholar.org/e7c0/295f420c9aafda2becf325c88af4f5e48ba8.pdf) explicitly identifies Shackelford and colleagues’ 2004 study as the target of its four replications. Buss et al. (1999) supplied data reused in that study and appears in the meta-analysis, but Answer A omits the stated target and includes an unrelated mate-preferences paper.","Shackelford et al. (2004) Romantic jealousy in early adulthood and in later life, Human Nature, doi:10.1007/s12110-004-1010-z",Sex Differences in Distress From Infidelity in Early Adulthood and in Later Life,2014,Romantic jealousy in early adulthood and in later life (2004) doi:10.1007/s12110-004-1010-z [FLoRA],"Jealousy and the nature of beliefs about infidelity: Tests of competing hypotheses about sex differences in the United States, Korea, and Japan (1999) doi:10.1111/j.1475-6811.1999.tb00215.x || Sex Differences in Sexual Psychology Produce Sex-Similar Preferences for a Short-Term Mate (2004) doi:10.1023/b:aseb.0000028893.49140.b6"
,10.1093/jae/ejad013,FLoRA vs Observatory,different paper,flor-014,keep,both judges agree,"ours (high): The abstract says it replicates 'a recent paper in this journal' (JAE) reporting Malawi cash-transfer evidence on psychological states and intertemporal choice; that is Molotsky & Handa 2020 in JAE. Handa, Seidenfeld & Tembo 2020 is an EDCC paper on Zambia, cited but not the replicated study.","ours (high): The replication paper explicitly identifies Molotsky and Handa’s Malawi study as the work it replicates using Zimbabwe data. It cites Handa, Seidenfeld, and Tembo’s paper, but does not identify that paper as the replication target. The verdict is based on the [publisher’s full-text PDF](https://academic.oup.com/jae/article-pdf/33/3/225/58167216/ejad013.pdf).","Molotsky & Handa (2020), The Psychology of Poverty: Evidence from the Field, J African Economies, 10.1093/jae/ejaa010",The Psychology of Poverty: A Replication Based on Zimbabwe's Harmonised Social Cash Transfer Programme,2023,The Psychology of Poverty: Evidence from the Field (2020) doi:10.1093/jae/ejaa010 [FLoRA],The Impact of a Large-Scale Poverty-Targeted Cash Transfer Program on Intertemporal Choice (2020) doi:10.1086/702997
,10.1177/1362168810375365,FLoRA vs Observatory,different paper,flor-021,keep,both judges agree,ours (high): The graduate students carried out a partial replication of Lyster and Ranta (1997). Polio & Gass 1997 is a methods commentary on replication and was not replicated.,"ours (high): In the [full paper](https://camillavasquez.com/pdf/VasquezHarvey_CF%20Replication_LTR.pdf), Vásquez and Harvey identify Lyster and Ranta’s 1997 corrective-feedback study as the basis for the partial replication. That is Answer A; the paper does not identify Polio and Gass’s “Replication and reporting” as the study being re-tested.","Lyster & Ranta (1997), Corrective feedback and learner uptake, SSLA, 10.1017/S0272263197001034",Raising teachers’ awareness about corrective feedback through research replication,2010,CORRECTIVE FEEDBACK AND LEARNER UPTAKE (1997) doi:10.1017/s0272263197001034 [FLoRA],Replication and reporting (1997) doi:10.1017/s027226319700404x
,10.7554/elife.26030,FLoRA vs Observatory,different paper,flor-025,keep,both judges agree,"ours (high): This is a Reproducibility Project: Cancer Biology replication of Ward et al. 2010. The Registered Report (Fiehn et al. 2016) is the protocol for this replication, not the original.","ours (high): The [replication paper](https://elifesciences.org/articles/26030) explicitly identifies Ward et al. (2010) as the source of the experiments it re-tested. Fiehn et al. (2016), named in A, is the Registered Report describing the replication plan.","Ward et al. (2010), Cancer Cell, 10.1016/j.ccr.2010.01.020",Replication Study: The common feature of leukemia-associated IDH1 and IDH2 mutations is a neomorphic enzyme activity converting alpha-ketoglutarate to 2-hydroxyglutarate,2017,The Common Feature of Leukemia-Associated IDH1 and IDH2 Mutations Is a Neomorphic Enzyme Activity Converting α-Ketoglutarate to 2-Hydroxyglutarate (2010) doi:10.1016/j.ccr.2010.01.020 [FLoRA],Registered report: The common feature of leukemia-associated IDH1 and IDH2 mutations is a neomorphic enzyme activity converting alpha-ketoglutarate to 2-hydroxyglutarate (2016) doi:10.7554/elife.12626
,10.1073/pnas.2305629120,FLoRA vs Observatory,different paper,flor-010,keep + add,both judges agree,"both (high): The paper is a conceptual replication of Breda and Napp (2019), which the abstract cites in PNAS. Answer B is the SSRN working-paper version of the same study by the same authors, so both answers name reports of the replicated original.","both (high): The [replication paper](https://escholarship.org/content/qt2375j1gp/qt2375j1gp_noSplash_df79e549736e8bdad1cd1f5fff58ed12.pdf) explicitly identifies Breda and Napp’s 2019 PNAS article as the study it re-tests, so A is correct. B names the [2019 working-paper version](https://docs.iza.org/dp12503.pdf) by the same authors, reporting the same PISA2012 analysis and finding; it is another report of that study, so B is also correct.","Breda & Napp (2019) Girls' comparative advantage in reading can largely explain the gender gap in math-related fields, PNAS, doi:10.1073/pnas.1905779116",Girls’ comparative advantage in language arts explains little of the gender gap in math-related fields: A replication and extension,2023,Girls' Comparative Advantage in Reading Can Largely Account for the Gender Gap in Math-Intensive Fields (2019) doi:10.2139/ssrn.3435378 [FLoRA],Girls' comparative advantage in reading can largely explain the gender gap in math-related fields (2019) doi:10.1073/pnas.1905779116
