doi_r,title_r,old_filter_status,old_filter_confidence,new_filter_status,new_filter_confidence,new_filter_evidence
10.2196/78682,Extension of the Consolidated Criteria for Reporting Qualitative Research Guideline to Large Languag,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.1080/17474086.2025.2486379,What is the importance of monitoring iron levels in different organs over time with magnetic resonan,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.1097/gox.0000000000006626,Anatomical Landmark-guided Strategy for Computer-assisted Reconstruction of Infrastructure Maxillary,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.3390/healthcare13040397,"Arabic Translation, Cultural Adaptation, and Validation of the Hyperhidrosis Disease Severity Scale ",reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.5281/zenodo.17683235,"Supplementary Material (Search Strategies, PRISMA Flow Diagram, and Bias Assessment Figures) for ""Co",reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1016/j.neuroimage.2025.121422,Discovering robust biomarkers of psychiatric disorders from resting-state functional MRI via graph n,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.5281/zenodo.17518365,ofordile-star/IHAT_Analysis: Initial publication release,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.5281/zenodo.18169054,"PRISMA 2020 Checklist and Flow Diagram for ""Artificial Intelligence and Intelligent Tutoring Systems",reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.5281/zenodo.17590844,"FGF 0.5D model and analysis/plotting tools used for the article ""Numerical parameter-space studies o",reproduction,high,needs_review,medium,phrase:reproduce results; no same-sentence cite
10.3389/fpubh.2025.1560605,The application of fNIRS in studies on occupational workload: a systematic review,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.55095/achot2025/024,One Year of Experience with Robotic Total Knee Arthroplasty - ROSA System,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.1186/s13018-025-05501-z,"The patellar compression angle: a new, accurate diagnostic angle for lateral patellar compression sy",reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.1007/s44178-024-00104-w,The techniques and applications of patient-derived head and neck cancer organoids: a systematic revi,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.21037/cdt-2025-112,Automated cardiac magnetic resonance interpretation derived from prompted large language models,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.1186/s12877-025-05919-4,Developing an indicator for community-level age-friendly communities: the Japan gerontological evalu,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.5194/esurf-13-875-2025,Grain size dynamics using a new planform model – Part 1: GravelScape description and validation,reproduction,high,needs_review,medium,phrase:reproduce results; no same-sentence cite
10.5281/zenodo.20574194,Replication Data for: Fondements macroéconomiques et risque actuariel de la Couverture Médicale de B,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.5281/zenodo.20574195,Replication Data for: Fondements macroéconomiques et risque actuariel de la Couverture Médicale de B,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.5281/zenodo.20090327,Pre-Registered High-Resolution Test of the φ⁸ Binding Frequency Attractor in Resting-State EEG: A 60,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.5281/zenodo.20467298,Pre-Registered High-Resolution Test of the φ⁸ Binding Frequency Attractor in Resting-State EEG: A 60,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.5281/zenodo.20262683,MT1-C6: Powered Replication of the η² Ordering Principle — TESS Cycle 6 N=50 Pre-Registered Analysis,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.5281/zenodo.20262684,MT1-C6: Powered Replication of the η² Ordering Principle — TESS Cycle 6 N=50 Pre-Registered Analysis,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.48550/arxiv.2606.11004,A Case Study Reexamining the Cold-Start Problem in Knowledge Tracing Models and Implications for Saf,replication,high,needs_review,medium,phrase:we replicate; no same-sentence cite
10.48324/dandi.001710/0.260212.2225,Plitt & Kaganovsky et al (2026). Hippocampal place code plasticity in CA1 requires postsynaptic memb,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.48324/dandi.001710/0.260213.0329,Plitt & Kaganovsky et al (2026). Hippocampal place code plasticity in CA1 requires postsynaptic memb,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.5281/zenodo.17903142,Mapping the Cloud: A Mixed-Methods Study of Cloud Security and Privacy Configuration Challenges,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.5281/zenodo.17903040,Mapping the Cloud: A Mixed-Methods Study of Cloud Security and Privacy Configuration Challenges,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.17605/osf.io/f85m7,Custom machine learning classifiers for study selection in systematic reviews or maps of research: a,replication,high,needs_review,medium,phrase:replication of; no author-year cite
10.5281/zenodo.18244575,Trust_as_Commons: Why Trust Matters for Community Health Insurance and UHC,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.5281/zenodo.18244574,Trust_as_Commons: Why Trust Matters for Community Health Insurance and UHC,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1158/1538-7445.am2026-7657,Abstract 7657: An AFA assisted workflow for mass-spectrometry based proteomics of FFPE samples.,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.7910/dvn/vvene1,India Real Estate Listing Data 2026,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.7910/dvn/haffqo,"Dataset: The Structural Determinants of Haiti’s Trade Balance, 2009–2025: A Disaggregated, Cointegra",replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.5281/zenodo.20601742,Brexit Ten Years On: QCA analysis,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
,A Case Study Reexamining the Cold-Start Problem in Knowledge Tracing Models and Implications for Saf,replication,high,needs_review,medium,phrase:we replicate; no same-sentence cite
10.5281/zenodo.19368687,Python code for analysis and figure generation for: Physico-Chemical properties of aerosols during f,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.1201/9781003759539-25,Considerations on hydraulic fracturing of unconsolidated formations,reproduction,high,needs_review,medium,phrase:reproduce the results; no same-sentence cite
10.2196/85654,Machine Learning for Predicting Stroke Risk Stratification Using Multiomics Data: Systematic Review,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.5281/zenodo.16178219,JetLag ERA5 1941-2025 v1.0,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.3390/curroncol33040181,“HER2-Low” and the Challenge of Repurposing Legacy HER2 IHC Biomarker Assays,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.1186/s12888-025-07767-3,Development and validation of nomograms for predicting depression and suicidal ideation in stroke su,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.5281/zenodo.19963144,Virtualizing Continuations (artifact),reproduction,high,needs_review,medium,phrase:reproduce the result; no same-sentence cite
10.3389/fnmol.2025.1716805,Astrocyte epigenetics as a priority area in neuroscience research,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.5281/zenodo.20185410,Cryptographic Attestation for AI Agent Governance under the EU AI Act: A Survey of Approaches and St,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.1111/apt.70747,Letter on ‘Altered Pathogen Spectrum of Spontaneous Bacterial Peritonitis in Patients Treated With P,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.1093/ehjci/jeaf367.447,Fibrosis quantification and operator expertise in the risk stratification of apical and non-apical h,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.5281/zenodo.19567173,Fine-Grained Tuna Detection in Complex Dynamic Monitoring Scenarios: A Lightweight Framework Based o,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.5281/zenodo.19567174,Fine-Grained Tuna Detection in Complex Dynamic Monitoring Scenarios: A Lightweight Framework Based o,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.5281/zenodo.19205314,RECAP,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.5281/zenodo.19205315,RECAP,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.7910/dvn/f1rbhk,Supplementary Material for: Fast–Slow Energy Feedback and Limit Cycle Onset in a Minimal Driven Syst,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.5281/zenodo.19616627,Time-Sensitive Importance Splitting under a Resampling and Global Age Lens (experimental reproductio,reproduction,high,needs_review,medium,phrase:reproduce the results; no same-sentence cite
10.5281/zenodo.19616626,Time-Sensitive Importance Splitting under a Resampling and Global Age Lens (experimental reproductio,reproduction,high,needs_review,medium,phrase:reproduce the results; no same-sentence cite
10.5281/zenodo.18594564,"R script for weighted optimum, tolerance range, and regression analyses",reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.5281/zenodo.20072837,"R script for weighted optimum, tolerance range, and regression analyses",reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.5281/zenodo.20072836,"R script for weighted optimum, tolerance range, and regression analyses",reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.5281/zenodo.18594563,"R script for weighted optimum, tolerance range, and regression analyses",reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.5281/zenodo.19211141,Core and mantle thermal evolution constraints on the onset of plate tectonics and a long-lived geody,reproduction,high,needs_review,medium,phrase:reproduce the results; no same-sentence cite
10.5281/zenodo.19211142,Core and mantle thermal evolution constraints on the onset of plate tectonics and a long-lived geody,reproduction,high,needs_review,medium,phrase:reproduce the results; no same-sentence cite
10.5281/zenodo.18736967,CubeFlows Prototype and Artifacts,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.5281/zenodo.18736966,CubeFlows Prototype and Artifacts,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.5281/zenodo.19728862,"Code and Data associated to the manuscript ""Ensuring Reliability for Socio-Ecological Transformation",reproduction,high,needs_review,medium,phrase:reproduce the results; no same-sentence cite
10.5281/zenodo.19728863,"Code and Data associated to the manuscript ""Ensuring Reliability for Socio-Ecological Transformation",reproduction,high,needs_review,medium,phrase:reproduce the results; no same-sentence cite
10.5281/zenodo.18920286,[ARTEFACT] SMT with Uninterpreted Functions and Monotonicity Constraints in Systems Biology,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.5281/zenodo.20177508,[ARTEFACT] SMT with Uninterpreted Functions and Monotonicity Constraints in Systems Biology,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.5281/zenodo.19631439,SciLake Deliverable D1.3: Final integrated system,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.5281/zenodo.19616315,"Riverbanks as dynamic litter reservoirs: A global review of macrolitter quantification, sources, and",reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.5281/zenodo.19237801,Whiplash on the Grid: Emulation of a Cyber-Physical Attack Misusing Inverter-Based Resources in a Di,reproduction,high,needs_review,medium,phrase:reproduce the results; no same-sentence cite
10.5281/zenodo.19616314,"Riverbanks as dynamic litter reservoirs: A global review of macrolitter quantification, sources, and",reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.5281/zenodo.19237800,Whiplash on the Grid: Emulation of a Cyber-Physical Attack Misusing Inverter-Based Resources in a Di,reproduction,high,needs_review,medium,phrase:reproduce the results; no same-sentence cite
,CubeFlows Prototype and Artifacts,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1177/01925121211060651,The rise of research on independence referendums,replication,high,needs_review,medium,phrase:replication of; no author-year cite
10.1111/obr.13420,Seventy years of bariatric surgery: A systematic mapping review of randomized controlled trials,replication,high,needs_review,medium,phrase:replication of; no author-year cite
10.1086/720383,"Wansolwara: Sustainable Development, Education, and Regional Collaboration in Oceania",replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1177/00333549211059833,Creating a Collaborative Trauma-Informed Interdisciplinary Citywide Victim Services Model Focused on,replication,high,needs_review,medium,phrase:replication of; no author-year cite
10.1093/fqsafe/fyac036,Bacterial pathogens and factors associated with<i>Salmonella</i>contamination in hybrid red tilapia ,replication,high,needs_review,medium,phrase:replication of; no author-year cite
10.1080/02691728.2022.2139166,Are Honest Brokers Good for Democracy?,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1017/s0305741022001564,Visual Framing: The Use of COVID-19 in the Mobilization of Hong Kong Protest,replication,high,needs_review,medium,phrase:replication of; no author-year cite
10.1016/j.cegh.2022.101074,The use of Ivermectin for the treatment of COVID-19: Panacea or enigma?,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1080/07391102.2022.2040594,In silico discovery of novel inhibitors from Northern African natural products database against main,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.5772/intechopen.100199,Chikungunya Virus Transmission,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.4324/9781003309734-3,Studies of Compatibility and a New Model of Choice Reaction Time,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.3389/fpsyt.2022.940206,Validation of the Chinese version of the Somatic Symptom Scale-8 in patients from tertiary hospitals,replication,high,needs_review,medium,phrase:replication of; no author-year cite
10.4324/9781003309734-5,The Search for Exceptions to the Psychological Refractory Period,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.20944/preprints202211.0413.v1,Artificial insemination as alternative transmission route for African Swine Fever Virus,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1371/journal.pone.0266384,Positive associations between cannabis and alcohol use polygenic risk scores and phenotypic opioid m,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.3390/birds3040026,Bird Assemblages in a Peri-Urban Landscape in Eastern India,replication,high,needs_review,medium,phrase:replication of; no author-year cite
10.2174/1872208316666220404103033,Coronavirus - A Crippling Affliction to Humans,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1080/07853890.2022.2136399,Is there a diurnal variation of COVID-19 patients warranting presentation to the health centre? A ch,replication,high,needs_review,medium,phrase:replication of; no author-year cite
10.1177/17085381211070700,A systematic review of exercise intervention reporting quality and dose in studies of intermittent c,replication,high,needs_review,medium,phrase:replication of; no author-year cite
10.1002/jmv.27580,Distinct mutations and lineages of SARS‐CoV‐2 virus in the early phase of COVID‐19 pandemic and subs,replication,high,needs_review,medium,phrase:replication of; no author-year cite
10.1080/09593985.2022.2038743,Is it Possible to Reduce Pain-Related Fear in Individuals with Knee Osteoarthritis? a Systematic Rev,replication,high,needs_review,medium,phrase:replication of; no author-year cite
10.1097/pts.0000000000001038,Toward Constructive Change After Making a Medical Error: Recovery From Situations of Error Theory as,replication,high,needs_review,medium,phrase:replication of; no author-year cite
10.1177/02692163221116763,"Evaluating a partnership model of hospice enabled dementia care: A three-phased monitoring, focus gr",replication,high,needs_review,medium,phrase:replication of; no author-year cite
10.3390/w14081282,Destratification of a Eutrophic Reservoir in South Korea Using a Novel Convectional Water Circulatio,replication,high,needs_review,medium,phrase:replication of; no author-year cite
10.3837/tiis.2022.05.009,Research of 3D image processing of VR technology in medicine based on DNN,reproduction,high,needs_review,medium,phrase:reproduce the effect; no author-year cite
10.4081/ijfs.2022.9981,Temperature fluctuations along food supply chain: A dynamic and stochastic predictive approach to es,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.2174/2215083808666220425102520,A Detailed Review of Various Herbal Treatment Options for Potentially Curing or Ameliorating Pain in,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.3390/dj10090171,Employing the London Atlas in the Age Estimation of a Select South African Population,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.3389/fonc.2022.916889,A predictive nomogram for lymph node metastasis in part-solid invasive lung adenocarcinoma: A comple,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1145/3556702.3556829,Lightweight Model for Session-Based Recommender Systems with Seasonality Information in the Fashion ,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1097/corr.0000000000002200,Can We Geographically Validate a Natural Language Processing Algorithm for Automated Detection of In,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.1002/joc.7915,"Evaluation of <scp>ERA5</scp>, <scp>ERA‐Interim</scp>, <scp>JRA55</scp> and <scp>MERRA2</scp> reanal",reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1097/xcs.0000000000000182,Critically Appraising the Quality of Reporting of American College of Surgeons TQIP Studies in the E,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.1186/s12889-022-12648-5,Development and initial validation of the Chinese Version of the Noise Exposure Questionnaire (C-NEQ,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.26355/eurrev_202203_28203,Regulation of miR-33b on endometriosis and expression of related factors.,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.12678/1089-313x.061522a,Applications of Biomechanical Foot Models to Evaluate Dance Movements Using Three-Dimensional Motion,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.1186/s40814-022-00976-7,"Protocol of a pilot-scale, single-arm, observational study to assess the utility and acceptability o",reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.1093/humrep/deac107.491,P-533 Single-cell long-read nanopore sequencing as a fast and cost-efficient method for aneuploidy d,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.31234/osf.io/5xumg,Risk of bias and open science practices insystematic reviews of educational effectiveness:A meta-rev,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.5281/zenodo.6115944,Regional model (ACM) output used to elucidate coastal ocean carbon transport processes in the northw,reproduction,high,needs_review,medium,phrase:reproduce the results; no same-sentence cite
10.1186/s12890-022-02260-z,Comparison of assessment of diaphragm function using speckle tracking between patients with successf,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.1093/jaoacint/qsac027,Evaluation of the Thermo ScientificTM SureTectTMListeria monocytogenes PCR Assay in a Broad Range of,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1093/jaoacint/qsac044,Evaluation of the Thermo Scientific SureTectTM Listeria Species PCR Assay in a Broad Range of Foods ,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1093/jjco/hyac072,Large volume was associated with increased risk of acute non-hematologic adverse events in the hybri,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.17816/humeco109191,Study profile: oral health assessment among participants of “Epidemiology of cardiovascular diseases,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1002/nau.25085,The art of introducing clean intermittent catheterization: How families respond and adapt: A qualita,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.1186/s12894-022-00998-6,Robot-assisted radical prostatectomy in the treatment of patients with clinically high-risk localize,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.1371/journal.pone.0279294,Clinical risk calculators informing the decision to admit: A methodologic evaluation and assessment ,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.1111/echo.15492,Left atrial strain quantified after myocardial infarction is associated with early left ventricular ,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.1111/cyt.13124,Evaluation of accuracy of salivary gland fine needle aspirates using the Milan System for Reporting ,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.3390/diagnostics12122993,Assessing Agreement When Agreement Is Hard to Assess—The Agatston Score for Coronary Calcification,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.5281/zenodo.5886911,AR6 Scenarios Database,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1002/jor.25505,Evaluation of lesion and overlying articular cartilage in patients with juvenile osteochondritis dis,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.2147/clep.s358277,Effectiveness and Safety of Reduced and Standard Daily Doses of Direct Oral Anticoagulants in Patien,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.5281/zenodo.7427361,Datasets for simulating heat and CO2 fluxes in Beijing using SUEWS V2020b,reproduction,high,needs_review,medium,phrase:reproduce the results; no author-year cite
10.1089/lap.2022.0275,Standardization of Surgical Outcome Across the Tumor Complexity Spectrum in Robotic Partial Nephrect,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.5281/zenodo.7197970,AR6 Scenarios Database,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.5281/zenodo.6913393,Evidence of dual Shapiro steps in a Josephson junction array,reproduction,high,needs_review,medium,phrase:reproduce the results; no author-year cite
10.1088/1748-0221/17/08/p08006,Design and field measurement of dipole magnets for a 300-MeV proton and heavy ion synchrotron in SES,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.1155/2022/1218128,Clinical Significance of Breast Cancer Molecular Subtypes and Ki67 Expression as a Predictive Value ,reproduction,high,needs_review,medium,phrase:reproduce results; no author-year cite
10.1186/s12884-022-05086-z,Qualitative and quantitative study of fetal posterior fossa during the first trimester in a Chinese ,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.1016/j.omtm.2021.12.007,Consensus guidelines for the validation of qRT-PCR assays in clinical research by the CardioRNA cons,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1097/corr.0000000000002215,MRI Allows Accurate Measurement of Glenoid Bone Loss,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
,Outcomes after laparoscopic adrenalectomy for unilateral primary aldosteronism.,reproduction,high,needs_review,medium,phrase:reproduce the results; no author-year cite
10.1002/cl2.1368,Oral language interventions can improve language outcomes in children with neurodevelopmental disord,replication,high,needs_review,medium,phrase:replication of; no author-year cite
10.3390/ma16175999,Feasibility Analysis of Calcium Carbonate Particle Trajectory Simulation in a Dual Horizontal Shaft ,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1002/cpe.7622,Efficient thread‐to‐core mapping alternatives for application‐level redundant multithreading,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1016/j.solener.2023.01.003,Spatio-temporal reconciliation of solar forecasts,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.3758/s13423-023-02328-9,Mission impossible? Spatial context relearning following a target relocation event depends on cue pr,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1080/14643154.2023.2181513,Reading comprehension strategies used by Chilean deaf adults. A think-aloud study,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1024/0301-1526/a001050,Characteristics of patients with multiple arterial aneurysms,replication,high,needs_review,medium,phrase:replication of; no author-year cite
10.3390/v15122300,Antiviral Potential of Azelastine against Major Respiratory Viruses,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1177/1357633x231189305,"Evaluating the feasibility, acceptability, and preliminary effectiveness of tele-comprehensive behav",replication,high,needs_review,medium,phrase:replication of; no author-year cite
10.3389/fpsyg.2022.1038750,The effects of default nudges on promoting approval of welfare cuts: An exploration during COVID-19,replication,high,needs_review,medium,phrase:replication of; no author-year cite
10.1109/imbioc56839.2023.10304883,Neuro-functionalized Microdosimetric Models for Applications of Electroporation,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1002/jae.2983,The demand for money at the zero interest rate bound,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1186/s13690-023-01069-4,"Acceptability of mandatory vaccination against influenza, measles, pertussis and varicella by worker",replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1080/07391102.2023.2260484,Identification of conserved immunogenic peptides of SARS-CoV-2 nucleocapsid protein,replication,high,needs_review,medium,phrase:replication of; no author-year cite
10.1002/ejp.2226,Rethinking placebo: Exploring the effectiveness of <scp>open‐label</scp> placebos,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.7275/13473145,Creative scientists : a study of their behavioral traits.,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1186/s12903-023-03169-7,Psychometric properties of the arabic version of the maslach burnout inventory-human services survey,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.5005/jp-journals-10005-2584,In Vitro Evaluation of Reliability and Validity of International Caries Detection and Assessment Sys,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1177/17562872231213727,Current evidence of robotic-assisted surgery use in functional reconstructive and neuro-urology,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.1007/s12567-023-00484-1,Reaction mechanism reduction for ethylene-fueled supersonic combustion CFD,reproduction,high,needs_review,medium,phrase:reproduce the effect; no author-year cite
10.1016/j.chemgeo.2023.121900,Inter-laboratory re-determination of the atmospheric 22Ne/20Ne,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1002/mp.16549,Estimating the differences between inter‐operator contrast enhancement in cerebral CT angiography,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.1101/2023.07.13.23292598,Evaluating the Performance of Large Language Models on a Neurology Board-Style Examination,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.3389/frobt.2023.1270823,Editorial: Translational research in medical robotics—challenges and opportunities,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1016/j.injury.2023.04.037,Percutaneous helical plate fixation in humeral shaft fractures with proximal extension,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.1016/j.htct.2023.02.003,Application of the Central Nervous System International Prognostic Index (CNS-IPI) score in daily pr,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.1097/bpo.0000000000002363,The Reliability of the AO Spine Upper Cervical Classification System in Children: Results of a Multi,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1302/2633-1462.44.bjo-2023-0024.r1,Impact of the diaphyseal femoral deformity on the lower limb alignment in osteoarthritic varus knees,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.5281/zenodo.8231238,"Photometry of outer Solar System objects from the Dark Energy Survey I: photometric methods, light c",reproduction,high,needs_review,medium,phrase:reproduce the results; no same-sentence cite
10.30564/jasr.v6i2.5407,Formation and Transport of a Saharan Dust Plume in Early Summer,replication,high,needs_review,medium,phrase:replication of; no author-year cite
10.1177/23971983221104415,Relationship between ectopic calcifications and bone fragility depicted on computed tomography scan ,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1177/02841851221112856,Automated image quality assessment of mammography phantoms: a systematic review,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.1097/qad.0000000000003416,HIV transmission among acutely infected participants of a Dutch cohort study 2015–2021 is not associ,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.36401/jipo-22-x3,"Of Mice, Not Men: When the Bench-to-Bedside Bridge Is Broken",reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.4081/aiol.2022.10017,Alpine freshwater fish biodiversity assessment: an inter-calibration test for metabarcoding method s,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1002/qj.4347,Reduced error and uncertainty in analysis and forecasting in the Southern Hemisphere through assimil,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.1093/jjco/hyac176,The efficacy of a machine learning algorithm for assessing tumour components as a prognostic marker ,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.5744/florida/9780813069302.003.0010,How to Align Disciplinary Ideals with Actual Practices,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1097/corr.0000000000002328,What is the Accuracy of a Rapid Strip Test That Detects D-lactic Acid in Synovial Fluid for the Diag,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
