doi_r,title_r,doi_o,title_o,set,label,mo_titles,mo_dois,old_key,old_model,mo_key,quote,error,confident,reasoning,answer,flag,flag_names_other,alt,flag_conf,alt_is_mo,alt_first_is_mo
10.3109/14659891.2014.980862,Psychometric properties of a single-item assessing drunkenness to identify hazardous drinking: a replication study,10.3109/00952990.2013.810745,Validating the ability of a single-item assessing drunkenness to detect hazardous drinking,control,agrees_with_mo,['Validating the ability of a single-item assessing drunkenness to detect hazardous drinking'],['10.3109/00952990.2013.810745'],@barry2013b,gpt-5.4-mini,@barry2013b,Purpose: This study replicates previous work validating the ability of a non-quantity-based single item assessing drunkenness to effectively identify signs of hazardous alcohol use.,,True,"The study says it replicates previous work validating a non-quantity-based single item assessing drunkenness to identify hazardous drinking, which directly matches the cited record @barry2013b 'Validating the ability of a single-item assessing drunkenness to detect hazardous drinking.'",identified:@barry2013b,False,False,[],False,False,False
10.1126/sciadv.aaz0652,The limits of human predictions of recidivism,10.1126/sciadv.aao5580,"The accuracy, fairness, and limits of predicting recidivism",control,agrees_with_mo,"['The accuracy, fairness, and limits of predicting recidivism']",['10.1126/sciadv.aao5580'],@dressel2018,gpt-5.6-luna,@dressel2018,We report the results of a replication and extension of Dressel and Farid's experiment.,,True,"The abstract explicitly says the study is a replication and extension of Dressel and Farid's experiment, and the reference list contains that original work as @dressel2018.",identified:@dressel2018,False,False,[],False,False,False
10.1177/0886260518814267,Does Gottman’s Marital Communication Conceptualization Inform Teen Dating Violence? Communication Skill Deficits Analyzed Across Three Samples of Diverse Adolescents,10.1007/s10896-010-9305-9,Self-Reported Communication Variables and Dating Violence: Using Gottman’s Marital Communication Conceptualization,control,agrees_with_mo,"[""Self-reported communication variables and dating violence: Using Gottman's marital communication conceptualization""]",['10.1007/s10896-010-9305-9'],@cornelius2010,gpt-5.6-luna,@cornelius2010,"Our aim was to replicate this study with diverse samples of adolescents (50.3% Latino, 23.5% Black; M age = 16.06).",,True,The abstract says the aim was to replicate a preliminary study using Gottman’s marital communication conceptualization that linked maladaptive communication to relationship aggression among primarily White college students; the cited record @cornelius2010 is exactly that study by title and topic.,identified:@cornelius2010,False,False,[],False,False,False
10.1097/opx.0b013e318188891b,Clinical Value of the VMI Supplemental Tests: A Modified Replication Study,10.1097/00006324-200304000-00009,Clinical Value of the Beery Visual-Motor Integration Supplemental Tests of Visual Perception and Motor Coordination,control,agrees_with_mo,['Clinical value of the Beery visual-motor integration supplemental tests of visual perception and motor coordination'],['10.1097/00006324-200304000-00009'],@kulp2003,gpt-5.6-luna,@kulp2003,To carry out a modified replication of the study performed by Kulp and Sortor evaluating the clinical value of the information provided by Beery's visual-motor supplemental tests of Visual Perception (VP) and Motor Coordination (MC) in normally developed children.,,True,"The study explicitly states it is a modified replication of the study by Kulp and Sortor evaluating the clinical value of the Beery VMI supplemental tests of Visual Perception and Motor Coordination, which matches the cited record @kulp2003.",identified:@kulp2003,False,False,[],False,False,False
10.1371/journal.pone.0287837,Did people really drink bleach to prevent COVID-19? A guide for protecting survey data against problematic respondents,10.15585/mmwr.mm6923e2,"Knowledge and Practices Regarding Safe Household Cleaning and Disinfection for COVID-19 Prevention — United States, May 2020",control,agrees_with_mo,['Knowledge and practices regarding safe household cleaning and disinfection for COVID-19 prevention-United States'],['10.15585/mmwr.mm6923e2'],@gharpure2020,gpt-5.6-luna,@gharpure2020,"In our attempts to replicate the CDC's results, we found that 100% of reported ingestion of household cleaners are made by problematic respondents.",,True,The study says it attempts to replicate the CDC's survey results about dangerous household cleaning practices and ingestion of cleaners during COVID-19; the matching CDC record is Gharpure et al. (2020).,identified:@gharpure2020,False,False,[],False,False,False
10.1177/026765838900500103,Parameters in L2 learning: Flynn revisited,10.1111/j.1467-1770.1968.tb01311.x,Contrast and Construction in a Parameter‐Setting Model of L2 Acquisition,control,agrees_with_mo,['Contrast and construction in a Parameter-Setting model of L2 acquisition'],['10.1111/j.1467-1770.1968.tb01311.x'],@flynn1987,gpt-5.6-luna,,"The present study, a replication of the methodology and hypotheses in Flynn (1987b), utilizes Arabic-speaking learners of ESL, who are predicted by Flynn's theory to perform much like her Spanish-speaking subjects.",,True,"The abstract explicitly says the present study replicates the methodology and hypotheses in Flynn (1987b), and the list's @flynn1987 is Suzanne Flynn's 1987 work 'Contrast and Construction in a Parameter‐Setting Model of L2 Acquisition', matching that target.",identified:@flynn1987,False,False,[],False,False,False
10.1044/2018_aja-18-0082,A Follow-Up Clinical Trial Evaluating the Consumer-Decides Service Delivery Model,10.1044/2017_aja-16-0111,The Effects of Service-Delivery Model and Purchase Price on Hearing-Aid Outcomes in Older Adults: A Randomized Double-Blind Placebo-Controlled Clinical Trial,control,agrees_with_mo,['The effects of service-delivery model and purchase price on hearing-aid outcomes in older adults: A randomized double-blind placebo-controlled clinical trial'],['10.1044/2017_aja-16-0111'],@humes2017,gpt-5.6-luna,@humes2017,The primary objective was to replicate a prior clinical trial of a consumer-decides (CD) approach to selecting hearing aids in older adults,,True,"The study describes its target as a prior clinical trial of a consumer-decides (CD) approach to selecting hearing aids in older adults, and @humes2017 is the listed randomized double-blind placebo-controlled clinical trial of service-delivery model and hearing-aid outcomes in older adults that match",identified:@humes2017,False,False,[],False,False,False
10.1523/eneuro.0430-21.2022,Custom-Built Operant Conditioning Setup for Calcium Imaging and Cognitive Testing in Freely Moving Mice,10.1523/eneuro.0045-21.2021,"Unique Effects of Social Defeat Stress in Adolescent Male Mice on the Netrin-1/DCC Pathway, Prefrontal Cortex Dopamine and Cognition",control,agrees_with_mo,"['Unique effects of social defeat stress in adolescent male mice on the Netrin-1/DCC pathway, prefrontal cortex dopamine and cognition (Social stress in adolescent vs. adult male mice)']",['10.1523/eneuro.0045-21.2021'],@vassilev2021,gpt-5.6-luna,@vassilev2021,"Using this setup, we replicate our previously published findings showing that mice exposed to social defeat stress in adolescence have inhibitory control impairments in the Go/No-Go task when they reach adulthood.",,True,"The passage says the study replicates 'our previously published findings' that adolescent social defeat stress causes adult Go/No-Go inhibitory control impairments. @vassilev2021 is the matching record on adolescent male mice, social defeat stress, prefrontal cortex/dopamine, and cognition.",identified:@vassilev2021,False,False,[],False,False,False
10.1093/ije/dyv127,Re-analysis of health and educational impacts of a school-based deworming programme in western Kenya: a pure replication,10.1111/j.1468-0262.2004.00481.x,Worms: Identifying Impacts on Education and Health in the Presence of Treatment Externalities,control,agrees_with_mo,"['Worms: identifying impacts on education and health in the presence of treatment externalities', 'Worms: identifying impacts on education and health in the presence of treatment externalities', 'Worms: identifying impacts on education and health in the presence of treatment externalities', 'Worms: identifying impacts on education and health in the presence of treatment externalities']","['10.1111/j.1468-0262.2004.00481.x', '10.1111/j.1468-0262.2004.00481.x', '10.1111/j.1468-0262.2004.00481.x', '10.1111/j.1468-0262.2004.00481.x']",@miguel2003,gpt-5.6-luna,@miguel2003,"In this pure replication, we used data provided by the original authors to re-analyse the study according to their methods. We compared these results against those presented in the original paper.",,True,The study describes re-analysing the influential Kenyan school-based deworming trial conducted in 1998-99 and comparing against the original paper's methods and results. This matches Miguel and Kremer's 'Worms: Identifying Impacts on Education and Health in the Presence of Treatment Externalities' (,identified:@miguel2003,False,False,[],False,False,False
10.1002/pros.21443,Chromosomes 4 and 8 implicated in a genome wide SNP linkage scan of 762 prostate cancer families collected by the ICPCG,10.1086/432377,"A Combined Genomewide Linkage Scan of 1,233 Families for Prostate Cancer–Susceptibility Genes Conducted by the International Consortium for Prostate Cancer Genetics",control,agrees_with_mo,"['A combined genomewide linkage scan of 1,233 families for prostate cancer susceptibility genes conducted by the international consortium for prostate cancer genetics']",['10.1086/432377'],@xu2005,gpt-5.6-luna,@xu2005,"In a previous microsatellite-based linkage scan of 1,233 PC families, we identified suggestive evidence for linkage (i.e., LOD ≥ 1.86) at 5q12, 15q11, 17q21, 22q12, and two loci on 8p, with additional regions implicated in subsets of families defined by age at diagnosis, disease aggressiveness, or number of affected members. METHODS: In an attempt to replicate these findings and increase linkage resolution, we used the Illumina 6000 SNP linkage panel to perform a genome-wide linkage scan of an independent set of 762 multiplex PC families, collected by 11 International Consortium for Prostate Cancer Genetics (ICPCG) groups.",,True,"The study describes its target as a previous microsatellite-based linkage scan of 1,233 prostate cancer families, which exactly matches the cited record @xu2005, whose title identifies the combined genomewide linkage scan of 1,233 families by the ICPCG.",identified:@xu2005,False,False,[],False,False,False
10.3389/fonc.2023.1139347,Replication of genetic associations of chemotherapy-related cardiotoxicity in the adjuvant NSABP B-31 clinical trial,10.1097/fpc.0000000000000302,Genome-wide association study of cardiotoxicity in the NCCTG N9831 (Alliance) adjuvant trastuzumab trial,control,agrees_with_mo,"['Genome-wide association study of cardiotoxicity in the NCCTG N9831 (Alliance) adjuvant trastuzumab trial', 'Genome-wide association study of cardiotoxicity in the NCCTG N9831 (Alliance) adjuvant trastuzumab trial']","['10.1097/fpc.0000000000000302', '10.1097/fpc.0000000000000302']",@serie2017,gpt-6-luna,@serie2017,Associations of maximum decline in LVEF in the NCCTG N9831 patients did not replicate in the NSABP B-31 patients.,,True,"The study states the variants were previously associated with cardiotoxicity in the NCCTG N9831 trial and explicitly discusses replication of maximum LVEF decline in NCCTG N9831 patients; this points to Serie et al. 2017, the genome-wide association study of cardiotoxicity in NCCTG N9831.",identified:@serie2017,False,False,[],False,False,False
10.3758/s13414-020-02239-0,Selection in working memory is resource-demanding: Concurrent task effects on the retro-cue effect,10.3758/s13414-013-0615-x,Orienting attention in visual working memory requires central capacity: Decreased retro-cue effects under dual-task conditions,control,agrees_with_mo,"['Orienting attention in visual working memory requires central capacity: decreased retro-cue effects under dual-task conditions', 'Orienting attention in visual working memory requires central capacity: decreased retro-cue effects under dual-task conditions']","['10.3758/s13414-013-0615-x', '10.3758/s13414-013-0615-x']",@janczyk2014,gpt-5.6-luna,@janczyk2014,"Here we explore a potential issue in that study - the temporal overlap of the secondary task response with the memory test presentation. We replicated their paradigm by inserting a tone discrimination task at the retro-cue offset, but we also included a condition in which the tone task and the memory test were temporally separated.",,True,"The abstract explicitly names Janczyk & Berryhill (2014) as the only study showing the decreased retro-cue effect under a secondary task, and the passage says the present study replicated and examined an issue in that same study.",identified:@janczyk2014,False,False,[],False,False,False
10.1186/s41235-020-00260-3,Wielding a gun increases judgments of others as holding guns: a randomized controlled trial,10.1037/a0027881,Action alters object identification: Wielding a gun increases the bias to see guns.,control,agrees_with_mo,['Action alters object identification: Wielding a gun increases the bias to see guns'],['10.1037/a0027881'],@witt2012,gpt-5.6-luna,@witt2012,"Thus, the first step was to conduct a high-powered replication. We found a significant gun embodiment effect in participants' reaction times and in their proportion of correct responses, but not in signal detection measures of bias, as had been originally reported.",,True,"The study describes replicating the original gun embodiment effect, which was reported using signal detection measures of bias; the cited record by Witt and Brockmole (2012) is the original on wielding a gun increasing the bias to see guns.",identified:@witt2012,False,False,[],False,False,False
10.2466/pr0.1994.74.2.380,Attitudes toward Parents: A Direct Replication,10.2466/pr0.1993.72.3.744,College Students' Attitudes toward Relationships with Their Parents as a Function of Gender,control,agrees_with_mo,"[""College students' attitudes toward relationships with their parents as a function of gender""]",['10.2466/pr0.1993.72.3.744'],@vitulli1993,gpt-5.4-mini,@vitulli1993,A different sample of 84 college students' relationships with their parents were surveyed in a replication one year after the original study.,,True,"The study describes a direct replication of a prior survey of college students' relationships with their parents, and @vitulli1993 matches the original study's topic, population, and title. The other references are theoretical or methodological works, not the original finding being re-tested.",identified:@vitulli1993,False,False,[],False,False,False
10.1186/s13104-019-4590-8,Exploration of shared genetic susceptibility loci between type 1 diabetes and rheumatoid arthritis in the Pakistani population,10.1007/s00251-015-0839-0,Genetic link of type 1 diabetes susceptibility loci with rheumatoid arthritis in Pakistani patients,control,agrees_with_mo,['Genetic link of type 1 diabetes susceptibility loci with rheumatoid arthritis in Pakistani patients'],['10.1007/s00251-015-0839-0'],@kiani2015b,gpt-5.6-luna,@kiani2015b,We sought to replicate seven T1D-related SNPs (single nucleotide polymorphisms) that have been previously reported to be associated with RA susceptibility in a small set of mixed family-based and case–control Pakistani sample in a relatively large and independent RA case–control sample from the same population.,,True,"The study says it seeks to replicate seven T1D-related SNPs previously associated with RA susceptibility in a small mixed family-based and case-control Pakistani sample; this matches @kiani2015b ""Genetic link of type 1 diabetes susceptibility loci with rheumatoid arthritis in Pakistani patients."" Th",identified:@kiani2015b,False,False,[],False,False,False
10.1371/journal.pone.0175538,Absence of antibodies against KIR4.1 in multiple sclerosis: A three-technique approach and systematic review,10.1056/nejmoa1110740,Potassium Channel KIR4.1 as an Immune Target in Multiple Sclerosis,control,agrees_with_mo,['Potassium channel KIR4.1 as an immune target in multiple sclerosis'],['10.1056/nejmoa1110740'],@srivastava2012,gpt-5.6-luna,@srivastava2012,We aimed to replicate the association using three different approaches to overcome the technical limitations of a single technique.,,True,"The study aims to replicate the reported association between anti-KIR4.1 antibodies and multiple sclerosis, which was originally introduced by Srivastava et al. 2012. Other KIR4.1 records are follow-ups, reviews, or replication attempts rather than the original finding being re-tested.",identified:@srivastava2012,False,False,[],False,False,False
10.5334/jcaa.52,"Agent-Based Modeling, Scientific Reproducibility, and Taphonomy: A Successful Model Implementation Case Study",10.1177/0959683615609754,Modelling the palimpsest: An exploratory agent-based model of surface archaeological deposit formation in a fluvial arid Australian landscape,control,agrees_with_mo,['Modelling the palimpsest: an exploratory agent-based model of surface archaeological deposit formation in a fluvial arid Australian landscape'],['10.1177/0959683615609754'],@davies2015,gpt-5.6-luna,@davies2015,"This paper documents the process of a successful ABM replication study, as well as two additional modifications to the original model. Results corroborate the findings of the original geoarchaeological model",,True,"The study describes replicating an 'original geoarchaeological model' whose findings concern episodic geomorphic/fluvial effects on archaeological deposit formation and radiocarbon records, matching Davies et al. 2015's agent-based model of surface archaeological deposit formation in a fluvial arid ",identified:@davies2015,False,False,[],False,False,False
10.1038/s41531-018-0064-2,Antibody biomarker for de novo Parkinson disease: attempted validation,10.1038/npjparkd.2016.12,Blood biomarker for Parkinson disease: peptoids,control,agrees_with_mo,['Blood biomarker for Parkinson disease: peptoids'],['10.1038/npjparkd.2016.12'],@yazdani2016,gpt-5.6-luna,@yazdani2016,The current study sought to validate that finding using serum samples from de novo and control subjects in the Parkinson's Progression Markers Initiative study.,,True,"The abstract says the current study sought to validate the earlier finding that the PD2 peptoid was 84% accurate for de novo PD and recognized IgG3, which matches the cited record 'Blood biomarker for Parkinson disease: peptoids' by Yazdani et al.",identified:@yazdani2016,False,False,[],False,False,False
10.1080/15402000701264005,How Early in Treatment is PAP Adherence Established? Revisiting Night-to-Night Variability,10.1093/sleep/20.4.278,Night-To-Night Variability in CPAP Use Over the First Three Months of Treatment,control,agrees_with_mo,['Night-to-night variability in CPAP use over the first three months of treatment'],['10.1093/sleep/20.4.278'],@weaver1997b,gpt-5.6-luna,@weaver1997b,"Previous studies have suggested that early PAP use can predict long-term adherence, but these studies have not been replicated. This article presents a replication study enhanced by a longer follow up and additional data to suggest that 6-month adherence can be predicted within the first days of PAP use.",,True,"The study’s title and passage explicitly revisit night-to-night variability and test whether early PAP use predicts longer-term adherence, matching Weaver et al. (1997b), which studied night-to-night CPAP-use variability over the first three months.",identified:@weaver1997b,False,False,[],False,False,False
10.1093/eep/dvaf016,Immediate and durable effects of maternal tobacco consumption on placental DNA methylation: a replication and discovery study,10.1186/s12916-020-01736-1,Immediate and durable effects of maternal tobacco consumption alter placental DNA methylation in enhancer and imprinted gene-containing regions,control,agrees_with_mo,['Immediate and durable effects of maternal tobacco consumption alter placental DNA methylation in enhancer and imprinted gene-containing regions'],['10.1186/s12916-020-01736-1'],@rousseaux2020,gpt-5.6-luna,@rousseaux2020,"Using DNA methylation data from the EPIC array of 341 new placentas (85 smokers, 219 non-smokers, and 37 former smokers) from the EDEN cohort, we used a candidate approach to replicate maternal smoking-associated CpGs and regions previously identified using the 450K array",,True,"The study's title and abstract mirror the target's phrasing about immediate and durable effects of maternal tobacco consumption on placental DNA methylation, and the target @rousseaux2020 is the prior EDEN 450K-array study whose smoking-associated CpGs and regions this EPIC-array replication re-test",identified:@rousseaux2020,False,False,[],False,False,False
10.1093/brain/awr007,TMEM106B is associated with frontotemporal lobar degeneration in a clinically diagnosed patient cohort,10.1038/ng.536,Common variants at 7p21 are associated with frontotemporal lobar degeneration with TDP-43 inclusions,control,agrees_with_mo,"['Common variants at 7p21 are associated with frontotemporal lobar degeneration with TDP-43 inclusions', 'Common variants at 7p21 are associated with frontotemporal lobar degeneration with TDP-43 inclusions', 'Common variants at 7p21 are associated with frontotemporal lobar degeneration with TDP-43 inclusions']","['10.1038/ng.536', '10.1038/ng.536', '10.1038/ng.536']",@deerlin2010,gpt-5.6-luna,@deerlin2010,Transmembrane Protein 106B SNP rs1990622 was recently shown to modify the risk of frontotemporal lobar degeneration with TDP-43 inclusions (FTD-TDP). An independent replication study of this genetic variant was performed in 381 individuals from Catalonia (Spain).,,True,"The study says rs1990622 was recently shown to modify risk of frontotemporal lobar degeneration with TDP-43 inclusions; this matches Van Deerlin et al. 2010, which reported common variants at 7p21 including TMEM106B associated with FTLD-TDP.",identified:@deerlin2010,False,False,[],False,False,False
10.1101/lm.2269911,Dorsal and ventral striatal protein synthesis inhibition affect reinforcer valuation but not the consolidation of instrumental learning,10.1038/nn973,Early consolidation of instrumental learning requires protein synthesis in the nucleus accumbens,control,agrees_with_mo,['Early consolidation of instrumental learning requires protein synthesis in the nucleus accumbens'],['10.1038/nn973'],@hernandez2002,gpt-5.6-luna,@hernandez2002,"In the current experiments, we first replicated the effect of unprotected post-session anisomycin infusions into the NAcc on instrumental acquisition.",,True,"The study says it first replicated the effect of unprotected post-session anisomycin infusions into the NAcc on instrumental acquisition, which matches the finding in Hernandez et al. (2002) that early consolidation of instrumental learning requires protein synthesis in the nucleus accumbens.",identified:@hernandez2002,False,False,[],False,False,False
10.1038/tp.2013.63,Interaction between polygenic risk for cigarette use and environmental exposures in the Detroit neighborhood health study,10.1038/tp.2012.41,Genome-wide meta-analyses of smoking behaviors in African Americans,control,agrees_with_mo,['Genomewide meta-analyses of smoking behaviors in African Americans'],['10.1038/tp.2012.41'],@david2012,gpt-5.6-luna,,"Using regression (effective n=399), we first tested for association between the GRS and cigarettes per day, attempting to replicate the findings from the meta-analysis.",,True,"The study states it constructed the GRS from a recent meta-analysis in a large sample of African Americans and attempted to replicate its findings; this matches David et al. (2012), 'Genome-wide meta-analyses of smoking behaviors in African Americans.'",identified:@david2012,False,False,[],False,False,False
10.1159/000331585,"The Association of CD46, SLAM and CD209 Cellular Receptor Gene SNPs with Variations in Measles Vaccine-Induced Immune Responses: A Replication Study and Examination of Novel Polymorphisms",10.1016/j.jaci.2007.04.036,Variations in measles vaccine–specific humoral immunity by polymorphisms in SLAM and CD46 measles virus receptors,control,agrees_with_mo,['Variations in measles vaccine-specific humoral immunity by polymorphisms in SLAM and CD46 measles virus receptors'],['10.1016/j.jaci.2007.04.036'],@dhiman2007,gpt-5.6-luna,,A previously detected association of the CD46 SNP rs2724384 with measles-specific antibodies was successfully replicated in this study.,,True,"The study states it replicates a previously detected association of CD46 SNP rs2724384 with measles-specific antibodies, and @dhiman2007 is the prior paper on polymorphisms in SLAM and CD46 measles virus receptors and measles vaccine-specific humoral immunity.",identified:@dhiman2007,False,False,[],False,False,False
10.1177/10870547251314924,Avoidant Automatic Thoughts Are Associated With Task Avoidance and Inattention in the Moment: Replication in a Community Sample,10.1007/s10608-023-10410-8,Avoidant Automatic Thoughts are Associated with Task Avoidance and Inattention in the Moment,control,agrees_with_mo,['Avoidant automatic thoughts are associated with task avoidance and inattention in the moment'],['10.1007/s10608-023-10410-8'],@knouse2023,gpt-5.6-luna,@knouse2023,"In a prior study of college students using Ecological Momentary Assessment (EMA), AATs were frequent daily occurrences and participants with more severe ADHD symptoms at baseline reported more frequent AAT. Importantly, momentary presence of AAT was associated with greater task avoidance and inattentive symptoms. In the current study, we replicated and extended this study in a community sample of adults.",,True,"The abstract describes the target as a prior EMA study of college students showing AATs, task avoidance, inattention, and baseline ADHD symptoms; the reference list contains an exact-title record by Knouse et al. (2023), while the current study is explicitly a community-sample replication and extens",identified:@knouse2023,False,False,[],False,False,False
10.1016/j.dadm.2016.09.003,Prospective associations of plasma phospholipids and mild cognitive impairment/dementia among African Americans in the ARIC Neurocognitive Study,10.1038/nm.3466,Plasma phospholipids identify antecedent memory impairment in older adults,control,agrees_with_mo,['Plasma phospholipids identify antecedent memory impairment in older adults'],['10.1038/nm.3466'],@mapstone2014,gpt-5.6-luna,@mapstone2014,Our study failed to replicate previous findings in this mostly African American cohort,,True,"The study says it failed to replicate previous findings on 10 plasma phospholipids/metabolites prospectively predictive of MCI/dementia, with the earlier AUC of 0.96; this matches Mapstone et al. 2014, which identified plasma phospholipids as antecedent predictors of memory impairment.",identified:@mapstone2014,False,False,[],False,False,False
10.1371/journal.pone.0030237,Genetic Evidence for the Association between the Early Growth Response 3 (EGR3) Gene and Schizophrenia,10.1073/pnas.0610765104,"Genetic analysis of the calcineurin pathway identifies members of the EGR gene family, specifically EGR3 , as potential susceptibility candidates in schizophrenia",control,agrees_with_mo,"['Genetic analysis of the calcineurin pathway identifies members of the EGR gene family, specifically EGR3, as potential susceptibility candidates in schizophrenia']",['10.1073/pnas.0610765104'],@yamada2007,gpt-6-luna,@yamada2007,"The early growth response 3 (EGR3) gene located in chromosome 8p21.3 was also found to be involved in the etiology of schizophrenia. However, subsequent studies failed to replicate this finding. To investigate the genetic role of EGR3 in Chinese patients, we genotyped four SNPs (average interval ∼2.3 kb) in the chromosome region of EGR3 in 470 Chinese schizophrenia patients and 480 healthy control subjects.",,True,The study re-tests the finding that EGR3 is involved in schizophrenia; @yamada2007 is the record that specifically identified EGR3 as a potential susceptibility candidate in schizophrenia.,identified:@yamada2007,False,False,[],False,False,False
10.1002/ibd.21752,Independent Replication of an Association of CNVR7113.6 with Crohnʼs Disease in Caucasians,10.1038/nature08979,"Genome-wide association study of CNVs in 16,000 cases of eight common diseases and 3,000 shared controls",control,agrees_with_mo,"['Genome-wide association study of CNVs in 16,000 cases of eight common diseases and 3,000 shared controls']",['10.1038/nature08979'],@craddock2010,gpt-5.6-luna,@craddock2010,The aim of our study was to confirm the CNVR7113.6 association by genotyping two independent inflammatory bowel disease (IBD) cohorts and by conducting a subsequent meta-analysis.,,True,"The study states it is confirming CNVR7113.6 from a recent GWAS of CNVs in Crohn's disease that also implicated three other CNVs. The listed record matching that description is Craddock et al. 2010, a genome-wide CNV association study including Crohn's disease.",identified:@craddock2010,False,False,[],False,False,False
10.1177/1474704920960450,No Evidence for a Relationship between Intelligence and Ejaculate Quality,10.1016/j.intell.2008.11.001,Intelligence and semen quality are positively correlated,control,agrees_with_mo,['Intelligence and semen quality are positively correlated'],['10.1016/j.intell.2008.11.001'],@arden2008,gpt-5.6-luna,@arden2008,"We conducted a conceptual replication of one such study | We controlled for several covariates known to affect ejaculate quality (e.g., abstinence duration before providing an ejaculate) and found no statistically significant relationship between intelligence and ejaculate quality; our findings, therefore, do not match those of Arden, Gottfredson, Miller et al. or those of previous studies.",,True,"The abstract explicitly says the findings do not match those of Arden, Gottfredson, Miller et al., and the reference list contains @arden2008 'Intelligence and semen quality are positively correlated', which is the original study on intelligence and ejaculate/semen quality being re-tested.",identified:@arden2008,False,False,[],False,False,False
10.3389/fnhum.2018.00472,The Role of Frontostriatal Systems in Instructed Reinforcement Learning: Evidence From Genetic and Experimentally-Induced Variation,10.1523/jneurosci.6486-10.2011,Dopaminergic Genes Predict Individual Differences in Susceptibility to Confirmation Bias,control,agrees_with_mo,['Dopaminergic genes predict individual differences in susceptibility to confirmation bias'],['10.1523/jneurosci.6486-10.2011'],@doll2011,gpt-5.6-luna,@doll2011,The current study replicates and extends these findings. We replicated the finding that the COMT Met allele is associated with increased instructional bias,,True,"The study explicitly says it replicates and extends findings and that it replicated the association between the COMT Met allele and increased instructional bias, which matches Doll et al. (2011), 'Dopaminergic Genes Predict Individual Differences in Susceptibility to Confirmation Bias.'",identified:@doll2011,False,False,[],False,False,False
10.2466/pms.2002.94.3.867,Urine Alarms and Prompts for Fostering Daytime Urinary Continence in a Student with Multiple Disabilities: A Replication Study,10.1017/s1352465899273079,URINE-TRIGGERED ALARM SIGNALS AND PROMPTS TO PROMOTE DAYTIME URINARY CONTINENCE IN A BOY WITHSEVERE INTELLECTUAL DISABILITY,control,agrees_with_mo,['Urine-triggered alarm signals and prompts to promote daytime urinary continence in a boy with severe intellectual disability'],['10.1017/s1352465899273079'],@lancioni1999,gpt-5.6-luna,@lancioni1999,Urine Alarms and Prompts for Fostering Daytime Urinary Continence in a Student with Multiple Disabilities: A Replication Study,,True,The replication study's title and target description closely match the Lancioni & Markus (1999) study on urine-triggered alarm signals and prompts for daytime urinary continence; no other listed record tests that same finding.,identified:@lancioni1999,False,False,[],False,False,False
10.1016/j.biopsycho.2021.108058,An EEG signature of suicidal behavior in female patients with major depressive disorder? A non-replication,10.4088/jcp.18m12661,Electroencephalogram Resting State Frequency Power Characteristics of Suicidal Behavior in Female Patients With Major Depressive Disorder,control,agrees_with_mo,['Electroencephalogram resting state frequency power characteristics of suicidal behavior in female patients with major depressive disorder'],['10.4088/jcp.18m12661'],@benschop2019,gpt-5.6-luna,@benschop2019,"A recent study showed hypoactivity in the beta/gamma band in female suicide ideators and suicide attempters diagnosed with depression, relative to a low-risk group. The current study aimed to conceptually replicate these results.",,True,"The described target is a recent study finding beta/gamma hypoactivity in female suicide ideators and attempters with major depressive disorder; this matches @benschop2019, whose title directly concerns EEG resting-state frequency power in suicidal behavior in female patients with MDD.",identified:@benschop2019,False,False,[],False,False,False
10.1111/j.1600-0447.1993.tb03464.x,Reliability of a standardized and expanded Brief Psychiatric Rating Scale: a replication study,10.1111/j.1600-0447.1991.tb03147.x,Psychometric evaluation of a standardized and expanded Brief Psychiatric Rating Scale,control,agrees_with_mo,['Psychometric evaluation of a standardized and expanded Brief Psychiatric Rating Scale'],['10.1111/j.1600-0447.1991.tb03147.x'],@hafkenscheid1991,gpt-5.6-luna,@hafkenscheid1991,This study aimed to determine the replicability of the interrater reliability coefficients obtained with a standardized and expanded Brief Psychiatric Rating Scale (BPRS-E) in a 1991 psychometric evaluation.,,True,"The abstract explicitly says the replication tests reliability coefficients from a 1991 psychometric evaluation of the standardized and expanded BPRS-E, which matches Hafkenscheid (1991) exactly.",identified:@hafkenscheid1991,False,False,[],False,False,False
10.1177/10911421221101690,"A Replication of “Trade Shocks and the Provision of Local Public Goods” ( <i>American Economic Journal: Economic Policy, 2017</i> )",10.1257/pol.20150578,Trade Shocks and the Provision of Local Public Goods,control,agrees_with_mo,['Trade Shocks and the Provision of Local Public Goods'],['10.1257/pol.20150578'],@feler2017,gpt-5.6-luna,@feler2017,We replicate the authors’ published results and find that they are generally robust to alternative sample construction procedures and the removal of analytical weights.,,True,"The study title and passage explicitly identify the replicated work as “Trade Shocks and the Provision of Local Public Goods” by Feler and Senses (2017), which matches @feler2017 exactly.",identified:@feler2017,False,False,[],False,False,False
10.1007/s10608-024-10550-5,Modulating the Value of Positive Feedback Does Not Influence Expectation Change in Major depression – What Can be Learned from a Failed Replication?,10.1017/s0033291718002106,Why dysfunctional expectations in depression persist – Results from two experimental studies investigating cognitive immunization,control,agrees_with_mo,['Why dysfunctional expectations in depression persist - results from two experimental studies investigating cognitive immunization'],['10.1017/s0033291718002106'],@ube2018,gpt-5.6-luna,@ube2018,"Here, we aimed to replicate that cognitive immunization (a cognitive devaluation of expectation-disconfirming information) modulates expectation updating in depression.",,True,"The study explicitly says it aimed to replicate that cognitive immunization modulates expectation updating in depression; this matches the core finding of Kube et al. (2018), 'Why dysfunctional expectations in depression persist – Results from two experimental studies investigating cognitive immuniz",identified:@ube2018,False,False,[],False,False,False
