doi_r,title_r,doi_o,title_o,set,label,mo_titles,mo_dois,old_key,old_model,mo_key,quote,error,confident,reasoning,answer,flag,flag_names_other,alt,flag_conf,alt_is_mo,alt_first_is_mo
10.3109/14659891.2014.980862,Psychometric properties of a single-item assessing drunkenness to identify hazardous drinking: a replication study,10.3109/00952990.2013.810745,Validating the ability of a single-item assessing drunkenness to detect hazardous drinking,control,agrees_with_mo,['Validating the ability of a single-item assessing drunkenness to detect hazardous drinking'],['10.3109/00952990.2013.810745'],@barry2013b,gpt-5.4-mini,@barry2013b,Purpose: This study replicates previous work validating the ability of a non-quantity-based single item assessing drunkenness to effectively identify signs of hazardous alcohol use.,,True,The study describes its target as previous work validating a non-quantity-based single item assessing drunkenness to identify hazardous alcohol use. The cited record @barry2013b matches this exactly by title: 'Validating the ability of a single-item assessing drunkenness to detect hazardous drinking,identified:@barry2013b,False,False,[],False,False,False
10.1126/sciadv.aaz0652,The limits of human predictions of recidivism,10.1126/sciadv.aao5580,"The accuracy, fairness, and limits of predicting recidivism",control,agrees_with_mo,"['The accuracy, fairness, and limits of predicting recidivism']",['10.1126/sciadv.aao5580'],@dressel2018,gpt-5.6-luna,@dressel2018,We report the results of a replication and extension of Dressel and Farid's experiment.,,True,"The abstract states the study is a replication and extension of Dressel and Farid's experiment, and the reference list has Dressel and Farid (2018) as @dressel2018.",identified:@dressel2018,False,False,[],False,False,False
10.1177/0886260518814267,Does Gottman’s Marital Communication Conceptualization Inform Teen Dating Violence? Communication Skill Deficits Analyzed Across Three Samples of Diverse Adolescents,10.1007/s10896-010-9305-9,Self-Reported Communication Variables and Dating Violence: Using Gottman’s Marital Communication Conceptualization,control,agrees_with_mo,"[""Self-reported communication variables and dating violence: Using Gottman's marital communication conceptualization""]",['10.1007/s10896-010-9305-9'],@cornelius2010,gpt-5.6-luna,@cornelius2010,"Our aim was to replicate this study with diverse samples of adolescents (50.3% Latino, 23.5% Black; M age = 16.06).",,True,The abstract describes replicating a preliminary study that used Gottman’s marital communication conceptualization and found negative communication behaviors associated with relationship aggression among primarily White college students. The cited record @cornelius2010 matches this exactly: 'Self-Re,identified:@cornelius2010,False,False,[],False,False,False
10.1097/opx.0b013e318188891b,Clinical Value of the VMI Supplemental Tests: A Modified Replication Study,10.1097/00006324-200304000-00009,Clinical Value of the Beery Visual-Motor Integration Supplemental Tests of Visual Perception and Motor Coordination,control,agrees_with_mo,['Clinical value of the Beery visual-motor integration supplemental tests of visual perception and motor coordination'],['10.1097/00006324-200304000-00009'],@kulp2003,gpt-5.6-luna,@kulp2003,To carry out a modified replication of the study performed by Kulp and Sortor evaluating the clinical value of the information provided by Beery's visual-motor supplemental tests of Visual Perception (VP) and Motor Coordination (MC) in normally developed children.,,True,The study explicitly says it modified-replicated Kulp and Sortor's study evaluating the clinical value of the Beery VMI supplemental tests VP and MC; the list includes Kulp and Sortor (2003) with that exact title and topic.,identified:@kulp2003,False,False,[],False,False,False
10.1371/journal.pone.0287837,Did people really drink bleach to prevent COVID-19? A guide for protecting survey data against problematic respondents,10.15585/mmwr.mm6923e2,"Knowledge and Practices Regarding Safe Household Cleaning and Disinfection for COVID-19 Prevention — United States, May 2020",control,agrees_with_mo,['Knowledge and practices regarding safe household cleaning and disinfection for COVID-19 prevention-United States'],['10.15585/mmwr.mm6923e2'],@gharpure2020,gpt-5.6-luna,@gharpure2020,"In our attempts to replicate the CDC's results, we found that 100% of reported ingestion of household cleaners are made by problematic respondents.",,True,"The study explicitly says it is replicating the CDC's results about dangerous cleaning practices and ingestion of household cleaners such as bleach during COVID-19, which matches the CDC survey findings reported by Gharpure et al. (2020).",identified:@gharpure2020,False,False,[],False,False,False
10.1177/026765838900500103,Parameters in L2 learning: Flynn revisited,10.1111/j.1467-1770.1968.tb01311.x,Contrast and Construction in a Parameter‐Setting Model of L2 Acquisition,control,agrees_with_mo,['Contrast and construction in a Parameter-Setting model of L2 acquisition'],['10.1111/j.1467-1770.1968.tb01311.x'],@flynn1987,gpt-5.6-luna,,"The present study, a replication of the methodology and hypotheses in Flynn (1987b), utilizes Arabic-speaking learners of ESL, who are predicted by Flynn's theory to perform much like her Spanish-speaking subjects.",,True,"The study explicitly says it replicates the methodology and hypotheses in Flynn (1987b), and the list includes Suzanne Flynn's 1987 paper, @flynn1987, matching that cited original.",identified:@flynn1987,False,False,[],False,False,False
10.1044/2018_aja-18-0082,A Follow-Up Clinical Trial Evaluating the Consumer-Decides Service Delivery Model,10.1044/2017_aja-16-0111,The Effects of Service-Delivery Model and Purchase Price on Hearing-Aid Outcomes in Older Adults: A Randomized Double-Blind Placebo-Controlled Clinical Trial,control,agrees_with_mo,['The effects of service-delivery model and purchase price on hearing-aid outcomes in older adults: A randomized double-blind placebo-controlled clinical trial'],['10.1044/2017_aja-16-0111'],@humes2017,gpt-5.6-luna,@humes2017,The primary objective was to replicate a prior clinical trial of a consumer-decides (CD) approach to selecting hearing aids in older adults,,True,"The study states its primary objective is to replicate a prior clinical trial of a consumer-decides (CD) approach to selecting hearing aids in older adults; among the cited records, @humes2017 is the randomized double-blind placebo-controlled trial of service-delivery model and hearing-aid outcomes ",identified:@humes2017,False,False,[],False,False,False
10.1523/eneuro.0430-21.2022,Custom-Built Operant Conditioning Setup for Calcium Imaging and Cognitive Testing in Freely Moving Mice,10.1523/eneuro.0045-21.2021,"Unique Effects of Social Defeat Stress in Adolescent Male Mice on the Netrin-1/DCC Pathway, Prefrontal Cortex Dopamine and Cognition",control,agrees_with_mo,"['Unique effects of social defeat stress in adolescent male mice on the Netrin-1/DCC pathway, prefrontal cortex dopamine and cognition (Social stress in adolescent vs. adult male mice)']",['10.1523/eneuro.0045-21.2021'],@vassilev2021,gpt-5.6-luna,@vassilev2021,"Using this setup, we replicate our previously published findings showing that mice exposed to social defeat stress in adolescence have inhibitory control impairments in the Go/No-Go task when they reach adulthood.",,True,"The study states it replicates its previously published finding that adolescent social defeat stress causes adult Go/No-Go inhibitory-control impairments, which matches Vassilev et al. 2021 on social defeat stress in adolescent male mice and cognition.",identified:@vassilev2021,False,False,[],False,False,False
10.1093/ije/dyv127,Re-analysis of health and educational impacts of a school-based deworming programme in western Kenya: a pure replication,10.1111/j.1468-0262.2004.00481.x,Worms: Identifying Impacts on Education and Health in the Presence of Treatment Externalities,control,agrees_with_mo,"['Worms: identifying impacts on education and health in the presence of treatment externalities', 'Worms: identifying impacts on education and health in the presence of treatment externalities', 'Worms: identifying impacts on education and health in the presence of treatment externalities', 'Worms: identifying impacts on education and health in the presence of treatment externalities']","['10.1111/j.1468-0262.2004.00481.x', '10.1111/j.1468-0262.2004.00481.x', '10.1111/j.1468-0262.2004.00481.x', '10.1111/j.1468-0262.2004.00481.x']",@miguel2003,gpt-5.6-luna,@miguel2003,"In this pure replication, we used data provided by the original authors to re-analyse the study according to their methods. We compared these results against those presented in the original paper.",,True,"The abstract describes re-analysing the influential 1998-99 Kenya school-based deworming study that reported effects including a 7.5% increase in school attendance; this matches Miguel and Kremer (2003), the original study being replicated.",identified:@miguel2003,False,False,[],False,False,False
10.1002/pros.21443,Chromosomes 4 and 8 implicated in a genome wide SNP linkage scan of 762 prostate cancer families collected by the ICPCG,10.1086/432377,"A Combined Genomewide Linkage Scan of 1,233 Families for Prostate Cancer–Susceptibility Genes Conducted by the International Consortium for Prostate Cancer Genetics",control,agrees_with_mo,"['A combined genomewide linkage scan of 1,233 families for prostate cancer susceptibility genes conducted by the international consortium for prostate cancer genetics']",['10.1086/432377'],@xu2005,gpt-5.6-luna,@xu2005,"In a previous microsatellite-based linkage scan of 1,233 PC families, we identified suggestive evidence for linkage (i.e., LOD ≥ 1.86) at 5q12, 15q11, 17q21, 22q12, and two loci on 8p, with additional regions implicated in subsets of families defined by age at diagnosis, disease aggressiveness, or number of affected members. METHODS: In an attempt to replicate these findings and increase linkage resolution, we used the Illumina 6000 SNP linkage panel to perform a genome-wide linkage scan of an independent set of 762 multiplex PC families, collected by 11 International Consortium for Prostate Cancer Genetics (ICPCG) groups.",,True,"The study explicitly describes reproducing a previous microsatellite-based linkage scan of 1,233 prostate cancer families, which matches @xu2005 exactly by design, sample size, consortium, and finding.",identified:@xu2005,False,False,[],False,False,False
10.3389/fonc.2023.1139347,Replication of genetic associations of chemotherapy-related cardiotoxicity in the adjuvant NSABP B-31 clinical trial,10.1097/fpc.0000000000000302,Genome-wide association study of cardiotoxicity in the NCCTG N9831 (Alliance) adjuvant trastuzumab trial,control,agrees_with_mo,"['Genome-wide association study of cardiotoxicity in the NCCTG N9831 (Alliance) adjuvant trastuzumab trial', 'Genome-wide association study of cardiotoxicity in the NCCTG N9831 (Alliance) adjuvant trastuzumab trial']","['10.1097/fpc.0000000000000302', '10.1097/fpc.0000000000000302']",@serie2017,gpt-6-luna,@serie2017,Associations of maximum decline in LVEF in the NCCTG N9831 patients did not replicate in the NSABP B-31 patients.,,True,"The study states it is re-testing genetic associations of cardiotoxicity previously found in the NCCTG N9831 trial, specifically associations with maximum decline in LVEF. The listed record @serie2017 is the genome-wide association study of cardiotoxicity in the NCCTG N9831 (Alliance) adjuvant trast",identified:@serie2017,False,False,[],False,False,False
10.3758/s13414-020-02239-0,Selection in working memory is resource-demanding: Concurrent task effects on the retro-cue effect,10.3758/s13414-013-0615-x,Orienting attention in visual working memory requires central capacity: Decreased retro-cue effects under dual-task conditions,control,agrees_with_mo,"['Orienting attention in visual working memory requires central capacity: decreased retro-cue effects under dual-task conditions', 'Orienting attention in visual working memory requires central capacity: decreased retro-cue effects under dual-task conditions']","['10.3758/s13414-013-0615-x', '10.3758/s13414-013-0615-x']",@janczyk2014,gpt-5.6-luna,@janczyk2014,"Here we explore a potential issue in that study - the temporal overlap of the secondary task response with the memory test presentation. We replicated their paradigm by inserting a tone discrimination task at the retro-cue offset, but we also included a condition in which the tone task and the memory test were temporally separated.",,True,"The study explicitly names Janczyk & Berryhill (Attention, Perception, and Psychophysics, 76(3), 715-724, 2014) as the only prior dual-task study showing a decreased retro-cue effect and states it replicated their paradigm. The list contains that paper as @janczyk2014.",identified:@janczyk2014,False,False,[],False,False,False
10.1186/s41235-020-00260-3,Wielding a gun increases judgments of others as holding guns: a randomized controlled trial,10.1037/a0027881,Action alters object identification: Wielding a gun increases the bias to see guns.,control,agrees_with_mo,['Action alters object identification: Wielding a gun increases the bias to see guns'],['10.1037/a0027881'],@witt2012,gpt-5.6-luna,@witt2012,"Thus, the first step was to conduct a high-powered replication. We found a significant gun embodiment effect in participants' reaction times and in their proportion of correct responses, but not in signal detection measures of bias, as had been originally reported.",,True,The study describes re-testing the gun embodiment effect and mentions the original reported signal detection bias; the listed record by Witt & Brockmole (2012) is explicitly titled as showing that wielding a gun increases the bias to see guns.,identified:@witt2012,False,False,[],False,False,False
10.2466/pr0.1994.74.2.380,Attitudes toward Parents: A Direct Replication,10.2466/pr0.1993.72.3.744,College Students' Attitudes toward Relationships with Their Parents as a Function of Gender,control,agrees_with_mo,"[""College students' attitudes toward relationships with their parents as a function of gender""]",['10.2466/pr0.1993.72.3.744'],@vitulli1993,gpt-5.4-mini,@vitulli1993,A different sample of 84 college students' relationships with their parents were surveyed in a replication one year after the original study.,,True,"The study is a direct replication of college students' attitudes toward relationships with parents, and the cited Vitulli & Holland (1993) record matches that original study's topic, population, and parent-relationship finding.",identified:@vitulli1993,False,False,[],False,False,False
10.1186/s13104-019-4590-8,Exploration of shared genetic susceptibility loci between type 1 diabetes and rheumatoid arthritis in the Pakistani population,10.1007/s00251-015-0839-0,Genetic link of type 1 diabetes susceptibility loci with rheumatoid arthritis in Pakistani patients,control,agrees_with_mo,['Genetic link of type 1 diabetes susceptibility loci with rheumatoid arthritis in Pakistani patients'],['10.1007/s00251-015-0839-0'],@kiani2015b,gpt-5.6-luna,@kiani2015b,We sought to replicate seven T1D-related SNPs (single nucleotide polymorphisms) that have been previously reported to be associated with RA susceptibility in a small set of mixed family-based and case–control Pakistani sample in a relatively large and independent RA case–control sample from the same population.,,True,"The passage describes replicating seven T1D-related SNPs previously associated with RA susceptibility in a small mixed family-based and case-control Pakistani sample; this matches the cited article @kiani2015b, 'Genetic link of type 1 diabetes susceptibility loci with rheumatoid arthritis in Pakista",identified:@kiani2015b,False,False,[],False,False,False
10.1371/journal.pone.0175538,Absence of antibodies against KIR4.1 in multiple sclerosis: A three-technique approach and systematic review,10.1056/nejmoa1110740,Potassium Channel KIR4.1 as an Immune Target in Multiple Sclerosis,control,agrees_with_mo,['Potassium channel KIR4.1 as an immune target in multiple sclerosis'],['10.1056/nejmoa1110740'],@srivastava2012,gpt-5.6-luna,@srivastava2012,We aimed to replicate the association using three different approaches to overcome the technical limitations of a single technique.,,True,"The study aimed to replicate the association of anti-KIR4.1 antibodies with multiple sclerosis, which was originally reported by Srivastava et al. (2012) in 'Potassium Channel KIR4.1 as an Immune Target in Multiple Sclerosis'.",identified:@srivastava2012,False,False,[],False,False,False
10.5334/jcaa.52,"Agent-Based Modeling, Scientific Reproducibility, and Taphonomy: A Successful Model Implementation Case Study",10.1177/0959683615609754,Modelling the palimpsest: An exploratory agent-based model of surface archaeological deposit formation in a fluvial arid Australian landscape,control,agrees_with_mo,['Modelling the palimpsest: an exploratory agent-based model of surface archaeological deposit formation in a fluvial arid Australian landscape'],['10.1177/0959683615609754'],@davies2015,gpt-5.6-luna,@davies2015,"This paper documents the process of a successful ABM replication study, as well as two additional modifications to the original model. Results corroborate the findings of the original geoarchaeological model",,True,"The study describes replicating an original geoarchaeological agent-based model whose findings concern episodic geomorphic/fluvial events and radiocarbon deposit formation; this matches Davies et al. (2015), 'Modelling the palimpsest', the listed primary agent-based model of surface archaeological d",identified:@davies2015,False,False,[],False,False,False
10.1038/s41531-018-0064-2,Antibody biomarker for de novo Parkinson disease: attempted validation,10.1038/npjparkd.2016.12,Blood biomarker for Parkinson disease: peptoids,control,agrees_with_mo,['Blood biomarker for Parkinson disease: peptoids'],['10.1038/npjparkd.2016.12'],@yazdani2016,gpt-5.6-luna,@yazdani2016,The current study sought to validate that finding using serum samples from de novo and control subjects in the Parkinson's Progression Markers Initiative study.,,True,"The study explicitly re-tests its own previous finding using the PD2 peptoid and serum IgG3, and the listed record @yazdani2016 is the matching earlier paper on blood biomarkers for Parkinson disease using peptoids.",identified:@yazdani2016,False,False,[],False,False,False
10.1080/15402000701264005,How Early in Treatment is PAP Adherence Established? Revisiting Night-to-Night Variability,10.1093/sleep/20.4.278,Night-To-Night Variability in CPAP Use Over the First Three Months of Treatment,control,agrees_with_mo,['Night-to-night variability in CPAP use over the first three months of treatment'],['10.1093/sleep/20.4.278'],@weaver1997b,gpt-5.6-luna,@weaver1997b,"Previous studies have suggested that early PAP use can predict long-term adherence, but these studies have not been replicated. This article presents a replication study enhanced by a longer follow up and additional data to suggest that 6-month adherence can be predicted within the first days of PAP use.",,True,"The study is a replication of prior work on early PAP use predicting long-term adherence, and its title explicitly revisits night-to-night variability. The cited record on night-to-night CPAP use over the first three months matches the original finding being re-tested and the noted limitation of fol",identified:@weaver1997b,False,False,[],False,False,False
10.1093/eep/dvaf016,Immediate and durable effects of maternal tobacco consumption on placental DNA methylation: a replication and discovery study,10.1186/s12916-020-01736-1,Immediate and durable effects of maternal tobacco consumption alter placental DNA methylation in enhancer and imprinted gene-containing regions,control,agrees_with_mo,['Immediate and durable effects of maternal tobacco consumption alter placental DNA methylation in enhancer and imprinted gene-containing regions'],['10.1186/s12916-020-01736-1'],@rousseaux2020,gpt-5.6-luna,@rousseaux2020,"Using DNA methylation data from the EPIC array of 341 new placentas (85 smokers, 219 non-smokers, and 37 former smokers) from the EDEN cohort, we used a candidate approach to replicate maternal smoking-associated CpGs and regions previously identified using the 450K array",,True,"The study's title and abstract closely mirror Rousseaux et al. 2020 ('Immediate and durable effects of maternal tobacco consumption alter placental DNA methylation...') and state that it replicates maternal smoking-associated CpGs/regions previously identified using the 450K array in placenta, which",identified:@rousseaux2020,False,False,[],False,False,False
10.1093/brain/awr007,TMEM106B is associated with frontotemporal lobar degeneration in a clinically diagnosed patient cohort,10.1038/ng.536,Common variants at 7p21 are associated with frontotemporal lobar degeneration with TDP-43 inclusions,control,agrees_with_mo,"['Common variants at 7p21 are associated with frontotemporal lobar degeneration with TDP-43 inclusions', 'Common variants at 7p21 are associated with frontotemporal lobar degeneration with TDP-43 inclusions', 'Common variants at 7p21 are associated with frontotemporal lobar degeneration with TDP-43 inclusions']","['10.1038/ng.536', '10.1038/ng.536', '10.1038/ng.536']",@deerlin2010,gpt-5.6-luna,@deerlin2010,Transmembrane Protein 106B SNP rs1990622 was recently shown to modify the risk of frontotemporal lobar degeneration with TDP-43 inclusions (FTD-TDP). An independent replication study of this genetic variant was performed in 381 individuals from Catalonia (Spain).,,True,"The study re-tests the finding that TMEM106B rs1990622 modifies risk of frontotemporal lobar degeneration with TDP-43 inclusions, which matches Van Deerlin et al. 2010 on common variants at 7p21 associated with FTLD-TDP.",identified:@deerlin2010,False,False,[],False,False,False
10.1101/lm.2269911,Dorsal and ventral striatal protein synthesis inhibition affect reinforcer valuation but not the consolidation of instrumental learning,10.1038/nn973,Early consolidation of instrumental learning requires protein synthesis in the nucleus accumbens,control,agrees_with_mo,['Early consolidation of instrumental learning requires protein synthesis in the nucleus accumbens'],['10.1038/nn973'],@hernandez2002,gpt-5.6-luna,@hernandez2002,"In the current experiments, we first replicated the effect of unprotected post-session anisomycin infusions into the NAcc on instrumental acquisition.",,True,"The study states it first replicated the effect of unprotected post-session anisomycin infusions into the NAcc on instrumental acquisition, which matches Hernandez et al. (2002), 'Early consolidation of instrumental learning requires protein synthesis in the nucleus accumbens.'",identified:@hernandez2002,False,False,[],False,False,False
10.1038/tp.2013.63,Interaction between polygenic risk for cigarette use and environmental exposures in the Detroit neighborhood health study,10.1038/tp.2012.41,Genome-wide meta-analyses of smoking behaviors in African Americans,control,agrees_with_mo,['Genomewide meta-analyses of smoking behaviors in African Americans'],['10.1038/tp.2012.41'],@david2012,gpt-5.6-luna,,"Using regression (effective n=399), we first tested for association between the GRS and cigarettes per day, attempting to replicate the findings from the meta-analysis.",,True,"The study states it constructed a GRS from a recent meta-analysis in African Americans and attempted to replicate its findings; the list contains @david2012, 'Genome-wide meta-analyses of smoking behaviors in African Americans,' matching that description.",identified:@david2012,False,False,[],False,False,False
10.1159/000331585,"The Association of CD46, SLAM and CD209 Cellular Receptor Gene SNPs with Variations in Measles Vaccine-Induced Immune Responses: A Replication Study and Examination of Novel Polymorphisms",10.1016/j.jaci.2007.04.036,Variations in measles vaccine–specific humoral immunity by polymorphisms in SLAM and CD46 measles virus receptors,control,agrees_with_mo,['Variations in measles vaccine-specific humoral immunity by polymorphisms in SLAM and CD46 measles virus receptors'],['10.1016/j.jaci.2007.04.036'],@dhiman2007,gpt-5.6-luna,,A previously detected association of the CD46 SNP rs2724384 with measles-specific antibodies was successfully replicated in this study.,,True,The passage says the study successfully replicated a previously detected association of CD46 SNP rs2724384 with measles-specific antibodies; the cited reference matching that prior finding is Dhiman et al. 2007 on variations in measles vaccine-specific humoral immunity by polymorphisms in SLAM and C,identified:@dhiman2007,False,False,[],False,False,False
10.1177/10870547251314924,Avoidant Automatic Thoughts Are Associated With Task Avoidance and Inattention in the Moment: Replication in a Community Sample,10.1007/s10608-023-10410-8,Avoidant Automatic Thoughts are Associated with Task Avoidance and Inattention in the Moment,control,agrees_with_mo,['Avoidant automatic thoughts are associated with task avoidance and inattention in the moment'],['10.1007/s10608-023-10410-8'],@knouse2023,gpt-5.6-luna,@knouse2023,"In a prior study of college students using Ecological Momentary Assessment (EMA), AATs were frequent daily occurrences and participants with more severe ADHD symptoms at baseline reported more frequent AAT. Importantly, momentary presence of AAT was associated with greater task avoidance and inattentive symptoms. In the current study, we replicated and extended this study in a community sample of adults.",,True,"The abstract describes a prior EMA study of college students showing that avoidant automatic thoughts (AAT) were associated with task avoidance and inattention, which the current community-sample study replicates and extends. The cited record @knouse2023 has the matching title and topic, identifying",identified:@knouse2023,False,False,[],False,False,False
10.1016/j.dadm.2016.09.003,Prospective associations of plasma phospholipids and mild cognitive impairment/dementia among African Americans in the ARIC Neurocognitive Study,10.1038/nm.3466,Plasma phospholipids identify antecedent memory impairment in older adults,control,agrees_with_mo,['Plasma phospholipids identify antecedent memory impairment in older adults'],['10.1038/nm.3466'],@mapstone2014,gpt-5.6-luna,@mapstone2014,Our study failed to replicate previous findings in this mostly African American cohort,,True,"The study says it tested 10 phospholipids/metabolites previously identified as prospectively predictive of MCI/dementia in whites and compares its AUC to 0.96; this matches Mapstone et al. (2014), which identified a 10-phospholipid panel predicting antecedent memory impairment.",identified:@mapstone2014,False,False,[],False,False,False
10.1371/journal.pone.0030237,Genetic Evidence for the Association between the Early Growth Response 3 (EGR3) Gene and Schizophrenia,10.1073/pnas.0610765104,"Genetic analysis of the calcineurin pathway identifies members of the EGR gene family, specifically EGR3 , as potential susceptibility candidates in schizophrenia",control,agrees_with_mo,"['Genetic analysis of the calcineurin pathway identifies members of the EGR gene family, specifically EGR3, as potential susceptibility candidates in schizophrenia']",['10.1073/pnas.0610765104'],@yamada2007,gpt-6-luna,@yamada2007,"The early growth response 3 (EGR3) gene located in chromosome 8p21.3 was also found to be involved in the etiology of schizophrenia. However, subsequent studies failed to replicate this finding. To investigate the genetic role of EGR3 in Chinese patients, we genotyped four SNPs (average interval ∼2.3 kb) in the chromosome region of EGR3 in 470 Chinese schizophrenia patients and 480 healthy control subjects.",,True,"The study describes the original finding as EGR3 on chromosome 8p21.3 being involved in schizophrenia susceptibility, followed by failed replications; this matches Yamada et al. 2007, which specifically identified EGR3 as a potential susceptibility candidate in schizophrenia.",identified:@yamada2007,False,False,[],False,False,False
10.1002/ibd.21752,Independent Replication of an Association of CNVR7113.6 with Crohnʼs Disease in Caucasians,10.1038/nature08979,"Genome-wide association study of CNVs in 16,000 cases of eight common diseases and 3,000 shared controls",control,agrees_with_mo,"['Genome-wide association study of CNVs in 16,000 cases of eight common diseases and 3,000 shared controls']",['10.1038/nature08979'],@craddock2010,gpt-5.6-luna,@craddock2010,The aim of our study was to confirm the CNVR7113.6 association by genotyping two independent inflammatory bowel disease (IBD) cohorts and by conducting a subsequent meta-analysis.,,True,"The study says it aimed to confirm the CNVR7113.6 association reported by a recent GWAS of CNVs in Crohn's disease, and the cited Craddock et al. (2010) record is that genome-wide CNV association study including Crohn's disease.",identified:@craddock2010,False,False,[],False,False,False
10.1177/1474704920960450,No Evidence for a Relationship between Intelligence and Ejaculate Quality,10.1016/j.intell.2008.11.001,Intelligence and semen quality are positively correlated,control,agrees_with_mo,['Intelligence and semen quality are positively correlated'],['10.1016/j.intell.2008.11.001'],@arden2008,gpt-5.6-luna,@arden2008,"We conducted a conceptual replication of one such study | We controlled for several covariates known to affect ejaculate quality (e.g., abstinence duration before providing an ejaculate) and found no statistically significant relationship between intelligence and ejaculate quality; our findings, therefore, do not match those of Arden, Gottfredson, Miller et al. or those of previous studies.",,True,"The study states it conducted a conceptual replication of a study on intelligence and ejaculate quality and contrasts its findings specifically with those of Arden, Gottfredson, Miller et al.; this matches the cited record @arden2008, 'Intelligence and semen quality are positively correlated.'",identified:@arden2008,False,False,[],False,False,False
10.3389/fnhum.2018.00472,The Role of Frontostriatal Systems in Instructed Reinforcement Learning: Evidence From Genetic and Experimentally-Induced Variation,10.1523/jneurosci.6486-10.2011,Dopaminergic Genes Predict Individual Differences in Susceptibility to Confirmation Bias,control,agrees_with_mo,['Dopaminergic genes predict individual differences in susceptibility to confirmation bias'],['10.1523/jneurosci.6486-10.2011'],@doll2011,gpt-5.6-luna,@doll2011,The current study replicates and extends these findings. We replicated the finding that the COMT Met allele is associated with increased instructional bias,,True,"The study explicitly says it replicated the finding that the COMT Met allele is associated with increased instructional bias, which matches Doll et al. (2011) on dopaminergic genes predicting susceptibility to confirmation bias.",identified:@doll2011,False,False,[],False,False,False
10.2466/pms.2002.94.3.867,Urine Alarms and Prompts for Fostering Daytime Urinary Continence in a Student with Multiple Disabilities: A Replication Study,10.1017/s1352465899273079,URINE-TRIGGERED ALARM SIGNALS AND PROMPTS TO PROMOTE DAYTIME URINARY CONTINENCE IN A BOY WITHSEVERE INTELLECTUAL DISABILITY,control,agrees_with_mo,['Urine-triggered alarm signals and prompts to promote daytime urinary continence in a boy with severe intellectual disability'],['10.1017/s1352465899273079'],@lancioni1999,gpt-5.6-luna,@lancioni1999,Urine Alarms and Prompts for Fostering Daytime Urinary Continence in a Student with Multiple Disabilities: A Replication Study,,True,"The replication study's title and topic match Lancioni and Markus (1999) on urine-triggered alarm signals and prompts to promote daytime urinary continence, indicating that this is the original finding being re-tested.",identified:@lancioni1999,False,False,[],False,False,False
10.1016/j.biopsycho.2021.108058,An EEG signature of suicidal behavior in female patients with major depressive disorder? A non-replication,10.4088/jcp.18m12661,Electroencephalogram Resting State Frequency Power Characteristics of Suicidal Behavior in Female Patients With Major Depressive Disorder,control,agrees_with_mo,['Electroencephalogram resting state frequency power characteristics of suicidal behavior in female patients with major depressive disorder'],['10.4088/jcp.18m12661'],@benschop2019,gpt-5.6-luna,@benschop2019,"A recent study showed hypoactivity in the beta/gamma band in female suicide ideators and suicide attempters diagnosed with depression, relative to a low-risk group. The current study aimed to conceptually replicate these results.",,True,"The study describes its target as a recent study showing beta/gamma hypoactivity in female suicide ideators and attempters with depression, which matches Benschop et al. (2019) on EEG resting-state frequency power characteristics of suicidal behavior in female patients with major depressive disorder",identified:@benschop2019,False,False,[],False,False,False
10.1111/j.1600-0447.1993.tb03464.x,Reliability of a standardized and expanded Brief Psychiatric Rating Scale: a replication study,10.1111/j.1600-0447.1991.tb03147.x,Psychometric evaluation of a standardized and expanded Brief Psychiatric Rating Scale,control,agrees_with_mo,['Psychometric evaluation of a standardized and expanded Brief Psychiatric Rating Scale'],['10.1111/j.1600-0447.1991.tb03147.x'],@hafkenscheid1991,gpt-5.6-luna,@hafkenscheid1991,This study aimed to determine the replicability of the interrater reliability coefficients obtained with a standardized and expanded Brief Psychiatric Rating Scale (BPRS-E) in a 1991 psychometric evaluation.,,True,"The study states it re-tests the interrater reliability coefficients from a 1991 psychometric evaluation of the standardized and expanded BPRS-E, which exactly matches Hafkenscheid (1991).",identified:@hafkenscheid1991,False,False,[],False,False,False
10.1177/10911421221101690,"A Replication of “Trade Shocks and the Provision of Local Public Goods” ( <i>American Economic Journal: Economic Policy, 2017</i> )",10.1257/pol.20150578,Trade Shocks and the Provision of Local Public Goods,control,agrees_with_mo,['Trade Shocks and the Provision of Local Public Goods'],['10.1257/pol.20150578'],@feler2017,gpt-5.6-luna,@feler2017,We replicate the authors’ published results and find that they are generally robust to alternative sample construction procedures and the removal of analytical weights.,,True,"The study title explicitly names “Trade Shocks and the Provision of Local Public Goods” and the abstract attributes the original findings to Feler and Senses, matching @feler2017 directly.",identified:@feler2017,False,False,[],False,False,False
10.1007/s10608-024-10550-5,Modulating the Value of Positive Feedback Does Not Influence Expectation Change in Major depression – What Can be Learned from a Failed Replication?,10.1017/s0033291718002106,Why dysfunctional expectations in depression persist – Results from two experimental studies investigating cognitive immunization,control,agrees_with_mo,['Why dysfunctional expectations in depression persist - results from two experimental studies investigating cognitive immunization'],['10.1017/s0033291718002106'],@ube2018,gpt-5.6-luna,@ube2018,"Here, we aimed to replicate that cognitive immunization (a cognitive devaluation of expectation-disconfirming information) modulates expectation updating in depression.",,True,"The study re-tests a manipulation of cognitive immunization via framing positive feedback as valid vs. invalid, with distraction and no-instruction controls, in major depression. This matches Kube et al.'s experimental comparison of strategies to inhibit cognitive immunization against novel positive",identified:@ube2019b,True,True,['@ube2019b'],True,False,False
